protocol_id,elem_id,segmentation,comments,text
prot-1944--fk--20,i-16hCZFojuVjncYUHmg4eV,u,,"Utskottet förklarar också att utskottet icke har ansett sig vara i stånd att självt utarbeta och för riksdagen framlägga förslag till lagstiftning i ämnet på grund av de mångskiftande synpunkter, som kunna anläggas på denna fråga."
prot-1944--ak--27,i-14WxNM64ixCmc44scnDAb,note,,"1. avlöningsreglemente för personal i det allmänna civilförsvaret,"
prot-1944-höst-ak--32,i-1CQSDtGYD89Yryu8gqcL9,margin,,38 Nr 32. Onsdagen den 29 november 1944 fm.
prot-1944--ak--10,i-1CyKWUpRvkxXJasxFf3ug,u,,"Ã„r nu detta en yrkessjukdom eller icke för dessa personer? Nej, enligt lagen är det icke någon yrkessjukdom för dessa slakteriarbetare, allenast därför att de bära titeln slakteriarbetare. Hade de titulerats veterinärer, hade den sjukdom, som de drabbats av, benämnts yrkessjukdom. Ã„r det någon rim och reson i en dylik lagstiftning? Trots dylika uppenbara fall av orimlighet säger emellertid utskottet, att det icke vill ha någon ändring. Slakteriarbetaren Carlsson och hans olycksbröder äro således icke berättigade att få någon ersättning för denna sjukdom. Det faktum, att de ådragit sig sjukdomen genom att plocka ur oxhuvuden, medför icke, att de få rätt till ersättning. Däremot skulle en veterinär, som ju alls icke har dylik för ifrågavarande smitta utsatt sysselsättning, äga rätt till ersättning. Om dylika saker bekymrar sig icke ett riksdagens utskott. Jag kan inte lämna någon annan rimlig förklaring till utskottets förevarande ståndpunkt, än att det i utskottsreglementet icke fanns någon föreskrift om att utskottet skall begagna sunt förnuft."
prot-1945--fk--5,i-12onNDensvDB6dJYPcWET,note,Ingen länk till KB-lab,"nr 119, av herr Petersson, Emil, angående beklädnadsbidrag till underofficerare i flottans reserv"
prot-1945--fk--21,i-178kcwP95qucvGBij7nQ7,u,,"Enligt hittills gällande regler har rätten för jordbrukskonsulent att fullfölja ett torrläggningsarbete genom att upprätta plan för avloppets förbättring varit mycket begränsad. Jordbrukskonsulent har ägt att utföra sådan förrättning endast i sådana fall, då syneförrättning icke erfordrats ävensom då kostnaden understigit 1000 kronor. Föredragande statsrådet har emellertid ansett, att med hänsyn till de krav i fråga om utbildning, som numera ställas på hushållningssällskapens tjänstemän, torde man med full trygghet kunna åt dessa anförtro ifrågavarande enklare förrättningar. Utskottet har funnit denna anordning praktisk och följaktligen tillstyrkt densamma."
prot-1945-höst-ak--39,i-1165fbhgjbR2Ljzso79Jy,note,,"Anmäldes och godkändes följande förslag till riksdagens skrivelser till Konungen, nämligen"
prot-1945--ak--30,i-16PWDtxMdzemkkjHb2pLY,u,Länk till sidan innan. Står på s. 157,"När detta prisstopp och lönestopp genomfördes hösten 1942, trodde vi inom priskontrollnämnden icke på att vi skulle få ett hundraprocentigt prisstopp, trots att detta prisstopp var förankrat i lagen, och man kunde räkna på att lagen skulle göras bättre och bättre, allteftersom tiden gick. Vi räknade med att man skulle nödgas medge undantag, om man icke inom vissa områden ville åstadkomma produktionsstörningar, som skulle bli mycket besvärande. På hundraprocentigt lönestopp trodde ingen. Något sådant ingick icke heller i själva målsättningen. Man måste från början räkna med att avsteg säkert skulle komma att göras från lönestoppet. Detta lönestopp var nämligen inte alls legalt förankrat. Det vilade uteslutande på frivillig överenskommelse mellan parterna på arbetsmarknaden."
prot-1945--ak--28,i-1A6xp32KUvfMcLdxtkSKb,"title, u",rubrik och yttrande,Ã„ndring i grunderna för lån från jordbrukets maskinlånefond m. m. (Forts.) Herr talman! Med vad jag nu anfört hemställer jag om bifall till utskottets förslag.
prot-1946--fk--27,i-15NxZj8crZ1izzxRvUGzn,intro,,Herr Mannerskantz:
prot-1946-höst-fk--38,i-1CKwSoXWieJF5r1m2nLEb,u,,"Jag vågar inte uttala någon uppfattning om folkmeningen. Jag tror inte att det är rätt att i riksdagen försöka åberopa en mening ute i landet, som inte skulle vara representerad i riksdagen. Vi få väl anse att kamrarnas ledamöter utgöra en återspegling av den opinion som finns i landet. Jag vågar däremot"
prot-1946--fk--2,i-1G71KEpMjgyMTs3LQ7xX7,note,rubrik,"Statsverkspropositionen m. m. (Forts.) ens stund, när ett sådant skogsfamiljejordbruk, där värdet helt eller till övervägande del ligger i den växande skogen, skall tas i arv av flera arvingar. Delas får det ju ej, och den, som skall överta fädernegården, kan nog i de flesta fall ej undgå att lösgöra kapital från skogen för att lösa ut sina anförvanter - allt med minskad skogsproduktion som följd."
prot-1946--ak--14,i-15mhqXMjRcXhQBRiQFBMq,note,paragraf,Â§ 3.
prot-1946--ak--3,i-166ochTMfzo6vZzDcMhWB,u,,"I går lämnades, jag tror både av statsministern i första kammaren och utrikesministern i andra kammaren, vissa upplysningar om försvarsstabskommunikèerna i maj i fjol. Jag vill bara i korthet erinra om hurusom 7-maj-kommunikèn innehöll att ingen tysk - observera ingen tysk - trupp och ingen som tillhörde Organization Todt skulle få mottagas här utan skulle avvisas. Det offentliga meddelandet den 24 maj innehöll i stort sett detsamma och an-"
prot-1946-höst-ak--42,i-1D2mT5HnWJExGN6UdYpVC,margin,,Andra kammarens protokoll 1946. Nr 42. 9
prot-1947--fk--7,i-11V4ZTjWdsEPXEAsNifAS,u,,"att så länge som den parlamentariska undersökningskommissionen fortfarande arbetar, är frågan utan någon större aktualitet. Jag var redan, när jag lade fram förslaget i våras, på det klara med att så länge denna kommission arbetar, överhuvud taget inte ett papper borde rubbas i säkerhetstjänstens arkiv. Jag har alltså för avsikt att, sedan väl denna kommission slutfört sin verksamhet, återkomma till frågan, hur man skall förfara med materialet."
prot-1947--fk--4,i-16aWQtGn6drCLYCNnEFBe,note,Kb-länk saknas,"nr 134, av herr Arrhèn, om ökat anslag till bokinköp och bokbindning vid kungl. biblioteket"
prot-1947--ak--8,i-151g58DgjH5xLfr2R4Yn8,note,,"Föredrogs den av herr Onsjö vid kammarens nästföregående sammanträde gjorda, men då bordlagda anhållan att få framställa interpellation till herr statsrådet och chefen för kommunikationsdepartementet angående den yrkesmässiga biltrafiken på landsbygden."
prot-1947--ak--6,i-1BYetAD12sU3ewas7iQYy,note,,In fidem Gunnar Britth.
prot-1947--ak--14,i-1DizxyL7WqhU2BnNK9AtS,note,,Â§ 18.
prot-1948--fk--15,i-11JUpYpWdKEZYXSxz1D9V,note,,1) avslå Kungl. Maj:ts proposition nr 49 angående inrättande av en fiskeristyrelse med statens fiskeriförsök m. m. samt
prot-1948--fk--28,i-112HvMCgHy394ctA5fN3ge,u,,"det gäller Danmark och Norge kunna ha rätt att ställa krav. Sverige har - detta fortfarande sagt i strid mot herr Domös mening - ett starkt försvar. Men Sverige är ingen stormakt, och vi kunna inte liksom Sovjetunionen och Amerika lova bort våra gunster åt höger och vänster. Vi kunna inte försvara andra i annan mån än vi försvara oss själva. Men vi kunna kräva att dessa andra länder, som måste anses vara förbundna i intressegemenskap med oss, skola vara lika väl rustade som vi när det gäller. Ett starkt försvar i alla de tre nordiska länderna är utan tvivel den bästa förutsättningen för att vi skola kunna bevara vår fred och frihet."
prot-1948--fk--10,i-112ayrRr2q8jj3hXadQH6o,note,Kb-länk saknas,"nr 121, angående försäljning av vissa under järnvägsstyrelsens förvaltning stående fastigheter"
prot-1948-höst-ak--34,i-11rYhSoGZpxYsSxAWtuN2,u,,"skapar. = Till ersättningsbyggen blir ingenting över. Det öppnar ju dystra perspektiv, ty bostadssituationen är"
prot-1948--ak--19,i-112LCoPHsFV6H34hL92vMz,note,Kb-länk saknas,"nr 20, i anledning av Kungl. Maj:ts proposition angående jordbruksförsöksverksamhetens organisation m. m., jämte i ämnet väckta motioner"
prot-1949-höst-fk--26,i-1B4rbb5JMY5aaeoKvPVnA,u,,"slöt kommissionen att verkställighet skulle äga rum med samma båt. Härvid uteslöts emellertid av humanitära skäl en familj, där hustrun var sjuk. Den fick alltså stanna liksom ytterligare några personer. Vid återfärden hade båten 14 passagerare, de båda besättningsmännen inräknade. På grund av dåligt väder kunde den ej löpa ut förrän den 13 oktober klockan 17.00. Den eskorterades ut till tremilsgränsen. Vid avfärden var vädret gott. Sent på kvällen samma dag återkom den emellertid till Höllviksnäs. De ombordvarande sade, att de icke kunnat fortsätta resan, då båten tagit in vatten. Skepparen var emellertid av annan uppfattning och ansåg för sin del, att färden utan risk kunnat fullföljas. Båten besiktigades sedermera på nytt genom kommissionens försorg. Man ansåg då, att den icke i befintligt skick kunde begagnas. Huruvida de vid inspektionen upptäckta skavankerna uppkommit genom åverkan eller på annat sätt, är det svårt att ha någon mening om. Kommissionen beslöt emellertid, att avvisningens verkställande tills vidare skulle uppskjutas."
prot-1949--fk--21,i-1B8ryntLB5t2pVx81WVUM,note,,A. att riksdagen - - - (lika med utskottet) 
prot-1949-höst-fk--25,i-1EbjRLfJQ9riAZVVgN3SL,margin,sidnr och protokollsnr,42 Nr 25.
prot-1949--ak--4,i-12jjXPvKcwhq6h3u7rh19,note,,"val av ej mindre tolv valmän att, gemensamt med ett lika antal valmän från första kammaren, enligt $ 70 riksdagsordningen utse kommitterade för tryckfrihetens vård än även tre suppleanter för dessa valmän."
prot-1949--ak--13,i-1ACz9p2g3RzWQrMm1y2Zh,note,Kb-länk saknas,"nr 355, av herr Häckner m. fl., likaledes i anledning av Kungl. Maj:ts proposition nr 151"
prot-1950--fk--13,i-12scREWLS1bXWKvCd81L7,margin,,Onsdagen den 19 april 1950 fm.
prot-1950--fk--4,i-19r82moe72RqRUMevvzAy,note,,Stockholm den 30 januari 1950.
prot-1950-höst-fk--29,i-1FrLCqHjzqBu31bH5Cg1T,title,,Ang. höjning av omsättningsskatten å spritdrycker m. m.
prot-1950-höst-ak--32,i-13mLfGbJroVBCAEv1vGRH,title eller margin,Finns samma text på två ställen,Snabbare publicering av riksdagens protokoll.
prot-1950--ak--23,i-15BfqsXa8jrvJtSQjiJsY,u,,"ligt, att även jag har uppfattat interpellationens syftemål på samma sätt."
prot-1950--ak--13,i-17uE49gKSxuT1VvAPABHm,margin,Debattens ämne,Förvärv av viss tidigare tyskägd gruvegendom m. m.
prot-1951--fk--9,i-13vExTM2ZqPoEUmiNPdRR,unknown,Går ej att veta vad det är,Jas
prot-1951--fk--8,i-14r9CWEZVgbmRs1CNNAme,margin,sidnr och protokollsnr,48 Nr 8.
prot-1951--fk--23,i-18EW8ACP7FjtJT8AihKaj,note,,"bestämmelser och genom motorförarnas och liknande organisationer sprida denna såväl till ägarna och förarna av motorfordon som till andra trafikanter, som kunde anses ha intresse för densamma."
prot-1951--ak--4,i-13wrZ2CzZF2WK6virgvLN,note,,till bevillningsutskottet motionerna:
prot-1951--ak--10,i-15vRQMUQ65okyTUbaAmru,margin,Debattens ämne,Avsättning till fonden för idrottens främjande.
prot-1951-extrahöst-ak--29,i-16BBpQ41d1Paof1gGc7Uj,u,,"Nu innebär Achesonplanen ett vidgande av den kompetens, som församlingen har. När förslaget 1946 lades fram i Förenta Nationerna, uttalade för övrigt de sakkunniga sitt tvivel på att det var möjligt att på detta sätt giva församlingen de befogenheter, sonr den sedan fick. Enligt Achesonplanen får ju generalförsamlingen helt andra och vidgade befogenheter. Sverige har anslutit sig till denna plan. I anslutning till detta citerade jag vad utrikesministern sagt i Lund, att FN inte får bli en antikommunistisk bildning. Det är dock uppenbart att de rekommendationer, som generalförsamlingen kan antaga, komma till stånd i de fall då en stormakt inlagt sitt veto i säkerhetsrådet. Det kan egentligen inte tänkas några andra fall av större räckvidd. Det kan ju då t. ex. röra sig om att Sovjetunionen inlagt sitt veto."
prot-1952-höst-fk--31,i-13z9Tbfi5e1Vx6cMJdNZx,u,,"Jag har, herr talman, det intrycket, med rätt eller orätt, att de statliga institutionerna, verkscheferna och andra inte har fått det medinflytande vid lönesättningen, som ur många synpunkter är motiverat och önskvärt. Kommunikationerna har inte varit så goda som man emellanåt här har gjort gällande vid dagens överläggningar."
prot-1952--fk--14,i-16Y6eXQW8reUfR1XR5Pky,u,,"Nu ställde herr Velander frågan om hur vinstutvecklingen skulle bli under 1952. Ja, det är en fråga som det givetvis är omöjligt att svara på. Det finns många tecken som tyder på att konjunk-"
prot-1952--fk--15,i-16uj7X7ArGrNStNT4Ymhd,u,,"Slutligen har jag i en motion vid förra årets riksdag pekat på angelägenheten att medel ställdes till förfogande även för andra kulturella ändamål än de mera regelbundet återkommande anspråken på lotterimedel. Det har visat sig angeläget och önskvärt att statsmakterna can lämna stöd för kulturella behov av mera brådskande art och engångsnatur och att vissa medel för detta ändamål särskilt borde avsättas. Dessa synpunkter vann också utskottets beaktande så till vida, att utskottet hemställde att denna fråga närmare skulle upptagas till prövning av - kulturfondsutredningen, som sysslar med hithörande problem."
prot-1952--ak--19,i-14BNDEm32NMQXS444uQhz,intro,,Herr KÃ„RRLANDER:
prot-1952-höst-ak--26,i-19HPWiAWm4FZDUaVsLJC6,u,,"nackdelar och risker, som anhopningen i de stora städerna medför, och man ger nytt liv åt en annars snart utdöende landsbygd. Och inte bara detta, ty jag är övertygad om att med de ökade arbetstillfällena skulle ungdomen stanna kvar på landsbygden. Och kanske en hel del av dem, som lämnat landsbygden och nu går som bostadssökande i städerna, skulle vända åter till landsbygden och där finna trivsel och livsglädje. Jag vill därför vädja till regeringen och alla andra, som kan medverka i detta avseende, att göra en verkligt stor insats för att få ökade arbetstillfällen och därmed också ökad bebyggelse ute på landsbygden. Jag tror att få uppgifter skulle vara så tacknämliga och lyckobringande som denna."
prot-1952--ak--8,i-1AjxsJun7mRHvFBYnF8uh,margin,,"""Torsdagen den 6 mars 1952."
prot-1953-höst-fk--30,i-14aXqofqdkTydy13HfBUG,u,,"handla herr Herlitz motion, har vi haft till förfogande det material, som motionären lagt fram, och vidare det material, som lagts fram i yttrandena från statskontoret, riksräkenskapsverket och 1950 års budgeträttskommittè."
prot-1953--fk--6,i-14rg7mcjf8sJThfjEXsVd,note,,"Efter det överläggningen förklarats härmed slutad, bifölls vad utskottet i förevarande betänkande hemställt."
prot-1953--fk--23,i-16P5TSSu4SxfcFiKbVJ3E,u,,"låtelse av tomträtt.Â» Hur skulle man kunna föreskriva detta i lagen? För det första talar bostadsstyrelsen om Â»en viss begränsningÂ» och således icke om ett totalt förbud, vilket lagberedningen föreslagit. För det andra önskar bostadsstyrelsen att i lagen skulle anges de undantag som får göras i tomträttsavtalen. Juridisk expertis säger, att en dylik uppläggning är ohållbar, därför att man icke i lagtexten kan ange alla villkor, som kan förekomma."
prot-1953--ak--20,i-11JehjdsVyG1fkasrC4XU,u,,"Utskottet begär vidare utredning om partiella reformer inom tvåkammarsystemets ram, berörande, som det heter, första kammarens sammansättning, ställning och funktion, medan denna problemställning egentligen bara är en del av det frågekomplex, som berör första kammarens status. Motionerna som"
prot-1953--ak--12,i-162Vn39AiGtTwuxr3Mvxz,u,Svar på interpellation,"Avsättningsförhållandena för brännved och klenvirke har under de senaste åren undergått starka förskjutningar. Den under avverkningssäsongerna 1950 -551 och 1951-52 uppdrivna skogskonjunkturen medförde en stark efterfrågan på olika virkessortiment och i samma riktning verkade bränslekrisen under säsongen 1951-52. Läget är nu helt annorlunda. Skogsindustriernas efterfrågan på virke har minskat. även efterfrågan på vedbränslet har, ej minst på landsbygden, nedgått genom den förnyelse av bostadsbeståndet som ägt rum. Härtill kommer att möjligheterna att importera fossilt bränsle förbättrats, och priserna på sådant bränsle har sjunkit så att vedbränslet, med den prissättning som nu tillämpas på detta bränsle, i många fall ej kan konkurrera. Sänkningen av bränslepriserna måste ur allmänna synpunkter hälsas med tillfredsställelse. Särskilt i nuvarande läge, då det gäller att nedbringa"
prot-1953--ak--22,i-16XHdTxNykEBQ7PdQ9jzq,u,,"Herr talman! Herr Gustafsson i Skellefteå menade att han för sin del hade svårt att förstå, att det skulle bli administrativa svårigheter om man gick över ifrån tilläggslån till ett löpande bidrag. Jag har gjort den erfarenheten"
prot-1954-höst-fk--31,i-13MrbmsjXRyP2TE89bGB9,u,,Herr talman! Med det anförda ber jag att få yrka bifall till den föreliggande reservationen.
prot-1954--fk--13,i-15G7tYq4Rg73RZUiz8peG,u,,"förräntas. Att hela aktiekapitalet förr eller senare måste avskrivas är en uppfattning som styrelsen absolut icke hyser. Detta är styrelsens arbetshypotes, och styrelsen har tilltro till den hypotesen."
prot-1954--fk--3,i-19BQDbQapxM92P18DpDd4,note,Kb-länk saknas,de en översyn av lagen om kronans förköpsrätt
prot-1954--ak--6,i-11LbVSvMzncne4Lc64qbB,u,,"Jag skulle vilja börja med att fortsätta det resonemang, som fördes mellan herr Sträng och herr Ståhl beträffande den motsättning, som herr Ståhl - enligt min mening med rätta - ville göra gällande föreligger mellan socialministerns uttalande i början av interpellationssvaret, då han säger, att oron för att genom tryck från kreditsidan alla för bostadsbyggandet tillgängliga resurser icke skulle kunna användas har varit obefogad, och vad han säger i slutet av sitt svar."
prot-1954--ak--16,i-15YvP2VPpeZhFXzaHZFDe,u,,"Sedan säger utrikesministern, om jag ett ögonblick får vända mig till honom, att om företaget hade velat vara på den säkra sidan, skulle det antingen ha tagit ut skatten eller också ha ställt en fråga till kontrollstyrelsen beträffande skatteplikten. Varorna var skattepliktiga, men om jag är rätt underrättad, Ers Excellens, förhåller det sig så, att företaget har riktat en fråga till kontrollstyrelsen och fått den upplysningen, att kontrollstyrelsen icke ansåg sig kunna ge ett förhandsbesked, utan företaget hade först att handla och därefter hade kontrollstyrelsen att döma! Att någon möjlighet att få besked icke förefanns, visar alltså i hur hög grad otydlig och suddig hela den lagstiftning är, på vilken detta företag har fallit."
prot-1954--ak--22,i-15jAeXE7jTW4fgpFccsQA,u,,"Jag behöver väl inte här i riksdagen och speciellt inte i denna fåtaliga församling i kammaren - som väl är speciellt intresserad av skolfrågorna - tala om bristen på lärarkrafter. Alla som sysslat med skolfrågor vet ju att denna brist är betydande. Det är emellertid ett nytt inlägg i denna debatt, ett mycket stimulerande inlägg, som jag skulle vilja ta till utgångspunkt för några reflexioner."
prot-1955--fk--8,i-1B7Sb9gJPG79M3tVGE1XN,u,,"varje punkt. Ingen fråga, hur liten den än är, är riktigt enkel. Därför har det också gjorts mycket för att åstadkomma att ledamöterna skall kunna på allvar tränga in i spörsmålen. Man har sörjt för utredningar på förhand och för överläggningar inom delegationerna, man har ordnat utskottsarbete under rådssessionerna 0. S. V."
prot-1955--fk--20,i-1ExJPVkNB2ccGdu7c29h7,intro,,Herr SUNDELIN (fp):
prot-1955--fk--16,i-1Ggnz2qEM5YqQFvjefiD1,u,,Skall den nuvarande ordningen prakti-
prot-1955--ak--18,i-13towAhUR6b9JFGN4KGqF,margin,,Onsdagen den 18 maj 1955 fm.
prot-1955--ak--20,i-179NgAeNtZvtHpaeVEhZ4,margin,Debattens ämne,Ökad utbildning av läkare
prot-1955--ak--8,i-1ANHpyw62BNUEzinuFVid,u,,"hela debatten en ökenflod som rätt vad det är försvinner, man vet inte vart."
prot-1956--fk--24,i-16cycp1HHhwdSatr2Bkkr,note,,Reservationer hade anmälts
prot-1956--fk--14,i-1B29vrwXYjeFn74RnK55z,u,,"Jag vill också erinra om att det här anslaget sedan 1951/52 höjts med nära tre gånger det belopp som gick ut det året. 2,7 miljoner kronor är naturligtvis inte en anslagssumma av sådan storlek, att den tillgodoser alla behov som finns på detta område, men jag skulle vilja fråga utskottets talesman, herr Andersson, på vilket område i den fulla sysselsättningens samhälle det inte föreligger brister och inte finns otillfredsställda behov."
prot-1956-höst-fk--27,i-1Drd39tBkJwWFzLSUe5oV,note,,"av herr Bergh, Ragnar, m. fl., av herr Ohlon,"
prot-1956-höst-ak--27,i-11LKkuz64nhELwBqxRtfn,u,,"fasta andliga grund, på vilken den världsliga makten med framgång kunnat bygga vidare.Â» Så fortsatte han: Â»Kyrkan får inte isolera sig. Kyrkan och de kristna måste frimodigt vara med i folkets liv och utvidga sin välsignelserika verksamhet till kretsar, där jordmånen förr har varit mindre mottaglig för dess förkunnelse.Â»"
prot-1956--ak--10,i-13m9xCib4bgsDSD1Nx5As,u,,"Om man jämför den föreslagna texten med den nu gällande provisoriska lagtexten finner man, att den är nästan likadan som den hittillsvarande ingressen, vilken innehåller en uppräkning av de olika paragraferna. Där står dock att dessa skall ha det innehåll som anges därefter. I den nya texten står det att innehållet skall vara detsamma som i den nuvarande lagtexten. Om herr Dahlèn ändå har svårt att läsa detta, skulle jag vilja rekommendera honom att göra ett litet uppehåll efter varje Â»att> som finns med särskilt spärrad stil. Det vållar inte så stora svårigheter att begripa när det med spärrad stil står att ett visst moment inte skall gälla. Vidare står det att vissa paragrafer skall ha samma lydelse som de nuvarande. Konstigare än så är det inte med den enligt hans mening obegripliga lagtexten."
prot-1956--ak--20,i-13uRu79HqwEnMWP4F9kot,margin,,16 - Andra kammorens protokoll 1956. Nr 20
prot-1957--fk--6,i-14fTEgSq9RQuxjKqicpgg,intro,,Herr NORLING (k):
prot-1957--fk--2,i-14sxKFcAVsXeV3PHMh9pD,margin,Debattens ämne,Statsverkspropositionen m. m.
prot-1957--fk--11,i-14tqrh88Q75DgVpmvz1rg,margin,,Onsdagen den 3 april 1957
prot-1957--ak--18,i-13MHcUFGY8ejdQiwYp3BT,title,Rubrik,Punkten II
prot-1957--ak--11,i-15Ku16Bs18svhNU15tR2d,u,,"reformering av den här trafiken, godtar man i viss mån ordensväsendet som sådant. Jag har en gång tidigare i denna kammare givit till känna min uppfattning i denna sak, och jag vill bara här konstatera, att jag anser det vara mest värdigt en demokratisk församling att avskaffa hela ordensväsendet."
prot-1957--ak--22,i-16WYuNp1aBYmU24MEqaAo,margin,Protokollsnummer och sidnr,Nr 22 11
prot-1958-a-fk--18,i-11jF2TWqLQeucfzvdpYkr,margin,,Söndagen den 27 april 1958
prot-1958-b-fk--3,i-15KAwEvUM829BZYvbeL2L,note,Saknar betalablänk,"Då emellertid herr Mannerskantz begärde rösträkning, verkställdes härefter votering medelst omröstningsapparat"
prot-1958-a-fk--8,i-1983NMnq2Sx1r3rdgxBEz,u,,"Vid den tidpunkten var herr Mannerskantz av skiljaktig mening. Han reserverade sig mot den delen i utskottets utlåtande och säger beträffande dessa delar: Â»Ã„ven i övrigt är samordningen ur skilda synpunkter förenad med så stora fördelar, att det icke bör ifrågakomma att göra något avsteg från denna för sjukoch - yrkesskadeförsäkringarna grundläggande princip. Då ett införande"
prot-1958-a-ak--7,i-11yEFpDaLdBsHjMjwVHQR,u,,"Beträffande departementschefens ställningstagande vill jag säga, att jag har den största respekt för hans omdöme i denna fråga. Uppenbarligen har dock departementschefen gjort sig skyldig till samma misstag som herr Ã…kerström gjorde sig skyldig till i dag: Han tar för lätt på uppgifterna. De uppgifter vi har där uppe i samband med regleringen av Lule älv är så stora, att vi absolut inte får lägga oss på sängen"
prot-1958-b-ak--1,i-112V9HkvxxQMT1x5tmfSpE,note,Nummer i företeckning,73
prot-1958-a-ak--6,i-112ZPBzbDp7AypcbP59xXB,unknown,86 finns ej med,86
prot-1959--fk--19,i-112KmS6qfmjyE4csKzpL5D,margin,,Måndagen den 25 maj 1959
prot-1959--fk--2,i-112Vg9jZVzvkDRhT3Gictn,margin,Debattens ämne,Statsverkspropositionen m. m.
prot-1959--fk--21,i-136DQQgrZwvku1XEpwUW9,unknown,"Saknar betalablänk, svår att söka efter därför",Ja
prot-1959--ak--16,i-11u1dpKN86quS3Y7qG77E,u,,"Ã„r detta ett så strålande resultat att vi skulle kunna sätta oss ned och vara nöjda? Nej, jag tror det är skäl att säga att det inte förhåller sig så. Tilläggspensioneringen kommer att lösa en rad av dessa problem, och utan tilläggspensionen är folkpensionen inte tillräcklig - de är två delar av samma system. Säger man nej till den ena delen, säger man också nej till den rimliga utveckling som bör ske på området."
prot-1959--ak--19,i-13F6Q4CmijMmYXK5zepW5,u,,"Om läkemedelsreformen är bara att säga, att jag hoppas att det förslag vi kan förvänta utformas så, att man ger verklig hjälp åt dem som behöver hjälp. Det här förslaget om höjning av karensbeloppet från 3 till 5 kronor inverkar på sitt sätt försämrande på förmånerna för dem som nödgas köpa läkemedel kanske två gånger i månaden"
prot-1959--ak--7,i-15cAmnCx21cPD7izqZPoV,note,,"statsutskottets hemställan i punkten 16:0) i utskottets utlåtande nr 5, röstar Ja"
prot-1960--fk--12,i-16iiX412EtmXKEotrWyN5,note,,"Vinner Nej, antages det förslag, som innefattas i den vid betänkandet avgivna reservationen."
prot-1960-höst-fk--29,i-19M3iBaGz5S7Uc4kVyRb9,u,,"Om jag sedan övergår till propositionen och den reservation som jag och en del andra ledamöter i riksdagens båda kamrar står för, så skulle jag till en början vilja konstatera att det är uppenbart för samtliga reservanter, att en modernisering och effektivisering av Karlskronavarvet är i hög grad påkallat. Emellertid har tidigare tvenne utredningar arbetat med det här spörsmålet, och de har kommit fram till uppfattningen att varvet inte är lämpligt för civil produktion. Här står emot varandra å ena sidan behovet av att någonting göres och å andra sidan dessa tvenne utredningars omdöme, att varvet inte lämpar sig för en civil produktion. Det är sålunda ett besvärligt läge vi har att bedöma."
prot-1960--ak--2,i-112bQoc6kZSbdhFTiCJGdh,note,,In fidem Sune K. Johansson
prot-1960-höst-ak--28,i-12zFHcy3MC2x7hoqNn9mT,title,Rubrik i innehållsförteckning,Tisdagen den 29 november
prot-1960--ak--16,i-157DshXZcnHvZwqvS8RFw,u,,"Under den tid som gått har också motionens yrkande ändrats ganska väsentligt. Från början gick yrkandet ut på att tiden för lagens tillämpning skulle framflyttas till år 1925. Sedermera ville man ha tidpunkten framflyttad till år 1928 och år 1930. I den senast föreliggande motionen yrkas att tiden skulle framflyttas ända till år 1940. Jag antar att det är riktigt vad lantmäteristyrelsen i sitt yttrande säger om att bostadsbyggnader för helårsbruk, uppförda på ofri grund, knappast tillkommit i någon större omfattning så sent som under slutet av 1930-talet."
prot-1961--fk--21,i-11Bi2pMj2H1m1Lfwpiqqi,margin,Debattens ämne,Ang. socialförsäkringens organisation
prot-1961--fk--14,i-11bZdFrds68WFpqKndq9P,note,,"att riksdagen i skrivelse till Kungl. Maj:t måtte anhålla, att frågorna om förstärkning och utvidgning av förbättringslåneverksamheten och införande av inkomstprövat stöd vid egnahemsbyggande måtte prövas i enlighet med vad i motionerna anförts."
prot-1961--fk--7,i-13E4FXX687PdBtQmb39GQ,margin,Debattens ämne,Om höjning av folkpensionerna
prot-1961--ak--4,i-11LqJu34W6JrvcHRnQrpv,note,,"nr 525, av herr Allard, om pension till fru Elsa Setterquist,"
prot-1961--ak--3,i-13eg9724ZPsLvXNvPnuEa,u,,"Den rörelse jag tillhör, broderskapsrörelsen, har sett som sin uppgift att snabbt få till stånd en omfattande planering för att pröva, värdera och tidsbestämma alla de olika initiativ som kommer fram. Vårt mål är att efter en lämplig tid åstadkomma en insats från svensk sida på 1 procent av nationalinkomsten."
prot-1961-höst-ak--27,i-15U8WQ1mx8rbNen72xYpm,u,,"Herr talman! Jag tillåter mig också att säga några ord i frågan om de återupptagna atombombsproven. Det stora pådrag som gjorts i denna fråga från borgerligt och i inte obetydlig utsträckning från socialdemokratiskt håll mot Sovjetunionen ger ett starkt intryck av hyckleri. Naturligtvis finns det massor av människor, som i sin allmänna fruktan för det nya förstöringsmedlet dras med i den ensidiga kampanjen mot Sovjetunionen. Men kampanjens bakblåsare består i betydande utsträckning av medvetna sovjetfiender, som begagnar varje tillfälle att rikta en stöt mot Soyjetstaten och övriga folkmaktens länder."
prot-1962--fk--23,i-17WZeBV3E7EktUpDdFVXp,margin,Debattens ämne,"Ang. teckning av aktier i Aktiebolaget Statens skogsindustrier, m. m."
