,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,protocol_id,x,elem_id,text,segmentation,speaker,comments,facs,github,checked
161,161,161,161,prot-1903--ak--30,12,i-Y3Z4v6mRjkDokVpmUomQeN,Det är tydligt ,u,Q6034738,,https://betalab.kb.se/prot-1903--ak--30/prot_1903__ak__30-011.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--ak--30.xml#L1017,True
162,162,162,162,prot-1903--ak--30,12,i-EThh6dRFZAzmgxzxJdQmSo,Hvad nu den sum,u,Q6034738,,https://betalab.kb.se/prot-1903--ak--30/prot_1903__ak__30-011.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--ak--30.xml#L1057,True
163,163,163,163,prot-1903--fk--26,38,i-3TjwYGhMppWQM4x91SkZq8,N:o 26.,note,,margin,https://betalab.kb.se/prot-1903--fk--26/prot_1903__fk__26-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--fk--26.xml#L2917,True
164,164,164,164,prot-1903--fk--26,38,i-GfUsSWGYtBtbxBa4E1Hshb,Om tillsättande,note,,margin,https://betalab.kb.se/prot-1903--fk--26/prot_1903__fk__26-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--fk--26.xml#L2920,True
165,165,165,165,prot-1903--fk--26,38,i-FmU5seawoRCvVbJbfNVi1m,(Forts.),note,,margin,https://betalab.kb.se/prot-1903--fk--26/prot_1903__fk__26-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--fk--26.xml#L2923,True
166,166,166,166,prot-1903--fk--26,38,i-P2MFUeEYjANJkzpGSH2LMG,38 Onsdagen den,note,,margin,https://betalab.kb.se/prot-1903--fk--26/prot_1903__fk__26-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--fk--26.xml#L2926,True
167,167,167,167,prot-1903--fk--26,38,i-PbrvkT9NVzer5EbaY5KkFS,för att landets,u,Q5960149,,https://betalab.kb.se/prot-1903--fk--26/prot_1903__fk__26-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--fk--26.xml#L2930,True
168,168,168,168,prot-1903--fk--26,38,i-8qgdVnRKt3x5SDrsk1Vw3r,Gifvetvis kan R,u,Q5960149,,https://betalab.kb.se/prot-1903--fk--26/prot_1903__fk__26-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--fk--26.xml#L2939,True
169,169,169,169,prot-1903--fk--26,38,i-Lsynr2iY2RRxJSwrqyWwPS,Icke heller ino,u,Q5960149,,https://betalab.kb.se/prot-1903--fk--26/prot_1903__fk__26-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--fk--26.xml#L2949,True
170,170,170,170,prot-1903--fk--26,38,i-GK9s6b1pbXp6SfspYLdyaG,"Det är åsikter,",u,Q5960149,,https://betalab.kb.se/prot-1903--fk--26/prot_1903__fk__26-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--fk--26.xml#L2959,True
171,171,171,171,prot-1903--fk--26,38,i-EDthUcHgQLLxfUKXMWaAmD,Skulle vi icke ,u,Q5960149,,https://betalab.kb.se/prot-1903--fk--26/prot_1903__fk__26-037.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--fk--26.xml#L2984,True
172,172,172,172,prot-1903--fk--29,32,i-VDPfrt9ARcVJ9Ax1ZhuJ4Z,N:o 29.32 Lörda,note,,,https://betalab.kb.se/prot-1903--fk--29/prot_1903__fk__29-031.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--fk--29.xml#L2556,True
173,173,173,173,prot-1903--fk--29,32,i-2ZfxpmiEvtsixSS5Q9knGF,Ifrågasatt inbl,u,Q6022267,segmentation error: part of seg is note,https://betalab.kb.se/prot-1903--fk--29/prot_1903__fk__29-031.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--fk--29.xml#L2560,True
174,174,174,174,prot-1903--fk--29,32,i-3yXWenmCFtkn6ZrFpGBhes,trädets fortsät,note,,,https://betalab.kb.se/prot-1903--fk--29/prot_1903__fk__29-031.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--fk--29.xml#L2568,True
175,175,175,175,prot-1903--fk--29,32,i-9YNp7jyWuAsu9cRbH5Stz8,Herr Wester:,note,,intro,https://betalab.kb.se/prot-1903--fk--29/prot_1903__fk__29-031.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--fk--29.xml#L2571,True
176,176,176,176,prot-1903--fk--29,32,i-X1FPtmCkU4Movo97KarUff,Det kan för vis,u,Q6237414,,https://betalab.kb.se/prot-1903--fk--29/prot_1903__fk__29-031.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--fk--29.xml#L2575,True
177,177,177,177,prot-1903--fk--29,32,i-8UP8LR3tCFEz6Zzg2MQCgb,Helt säkert haf,u,Q6237414,,https://betalab.kb.se/prot-1903--fk--29/prot_1903__fk__29-031.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--fk--29.xml#L2583,True
178,178,178,178,prot-1903--fk--29,32,i-ULtysyoFvM3yeT6tP29hW9,Här är 1 Kungl.,u,Q6237414,,https://betalab.kb.se/prot-1903--fk--29/prot_1903__fk__29-031.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--fk--29.xml#L2596,True
179,179,179,179,prot-1903--fk--29,32,i-JQEYbLGC8gENGCJ69SKXxc,Jag skall icke ,u,Q6237414,,https://betalab.kb.se/prot-1903--fk--29/prot_1903__fk__29-031.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--fk--29.xml#L2612,True
180,180,180,180,prot-1903--fk--29,32,i-MGuG58eVjFTivJK29a8zqC,Äfven sade stat,u,Q6237414,,https://betalab.kb.se/prot-1903--fk--29/prot_1903__fk__29-031.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1903/prot-1903--fk--29.xml#L2622,True
181,181,181,181,prot-1904--ak--29,27,i-MhcXvfSNW6j897sF189EFT,Onsdagen den 16,note,,margin,https://betalab.kb.se/prot-1904--ak--29/prot_1904__ak__29-026.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1904/prot-1904--ak--29.xml#L2127,True
182,182,182,182,prot-1904--ak--29,27,i-VAiKYEdfUcSg4G9JYxj3HL,utväg står öppe,u,Q6229600,,https://betalab.kb.se/prot-1904--ak--29/prot_1904__ak__29-026.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1904/prot-1904--ak--29.xml#L2131,True
183,183,183,183,prot-1904--ak--29,27,i-FfW7mPTdWtUsasZogsrznm,Hvad beträffar ,u,Q6229600,,https://betalab.kb.se/prot-1904--ak--29/prot_1904__ak__29-026.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1904/prot-1904--ak--29.xml#L2141,True
184,184,184,184,prot-1904--ak--29,27,i-N6qSHLW99Udq4evXTd7YY6,En tysk författ,u,Q6229600,,https://betalab.kb.se/prot-1904--ak--29/prot_1904__ak__29-026.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1904/prot-1904--ak--29.xml#L2151,True
185,185,185,185,prot-1904--ak--29,27,i-JDtKn12X2gwoAXKzjX8WEa,"I en skrift, so",u,Q6229600,,https://betalab.kb.se/prot-1904--ak--29/prot_1904__ak__29-026.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1904/prot-1904--ak--29.xml#L2170,True
186,186,186,186,prot-1904--ak--29,27,i-Gcux3FLTcnMUfmaMRJ1iFa,Det säges här i,u,Q6229600,,https://betalab.kb.se/prot-1904--ak--29/prot_1904__ak__29-026.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1904/prot-1904--ak--29.xml#L2186,True
187,187,187,187,prot-1904--ak--29,27,i-EsvzGXJc1CkWEJ95i8qFYF,N:o 29.,note,,margin,https://betalab.kb.se/prot-1904--ak--29/prot_1904__ak__29-026.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1904/prot-1904--ak--29.xml#L2199,True
188,188,188,188,prot-1904--ak--29,27,i-VKKQVjgdGNxYKSZiezkQMh,Om ändrad lydel,note,,margin,https://betalab.kb.se/prot-1904--ak--29/prot_1904__ak__29-026.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1904/prot-1904--ak--29.xml#L2202,True
189,189,189,189,prot-1904--ak--54,22,i-SB2NNfgv7anbQ4krUVHMiz,N:o 54.,note,,margin,https://betalab.kb.se/prot-1904--ak--54/prot_1904__ak__54-021.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1904/prot-1904--ak--54.xml#L1636,True
190,190,190,190,prot-1904--ak--54,22,i-EYhWcPaQnuXqWJbSAhj7Mt,Angående biskop,note,,margin,https://betalab.kb.se/prot-1904--ak--54/prot_1904__ak__54-021.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1904/prot-1904--ak--54.xml#L1639,True
191,191,191,191,prot-1904--ak--54,22,i-HYn6rVXvM1HwwvoGFAM9QG,22 Lördagen den,note,,margin,https://betalab.kb.se/prot-1904--ak--54/prot_1904__ak__54-021.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1904/prot-1904--ak--54.xml#L1642,True
192,192,192,192,prot-1904--ak--54,22,i-Sjc6B5guGjEqaqtW8Baycx,Jag hyser den u,u,Q6209474,,https://betalab.kb.se/prot-1904--ak--54/prot_1904__ak__54-021.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1904/prot-1904--ak--54.xml#L1646,True
193,193,193,193,prot-1904--ak--54,22,i-RjxLDZfUVudG4FN9sVdJEf,Jag yrkar därfö,u,Q6209474,,https://betalab.kb.se/prot-1904--ak--54/prot_1904__ak__54-021.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1904/prot-1904--ak--54.xml#L1663,True
194,194,194,194,prot-1904--ak--54,22,i-9wLpuPsBn184WgBp5qcphB,Herr Andersson ,note,,intro,https://betalab.kb.se/prot-1904--ak--54/prot_1904__ak__54-021.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1904/prot-1904--ak--54.xml#L1667,True
195,195,195,195,prot-1904--ak--54,22,i-9y2NXjrdcBRtffveLZcrrn,Jag vill bara e,u,Q5554710,,https://betalab.kb.se/prot-1904--ak--54/prot_1904__ak__54-021.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1904/prot-1904--ak--54.xml#L1671,True
196,196,196,196,prot-1904--ak--54,22,i-RafiQioqJaoNSy4goJRoFg,Jag har bara ve,u,Q5554710,,https://betalab.kb.se/prot-1904--ak--54/prot_1904__ak__54-021.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1904/prot-1904--ak--54.xml#L1682,True
197,197,197,197,prot-1904--ak--54,22,i-4rtbdGMfuUVFKbM1Hyakhz,Herr Kvarnzeliu,note,,intro,https://betalab.kb.se/prot-1904--ak--54/prot_1904__ak__54-021.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1904/prot-1904--ak--54.xml#L1690,True
198,198,198,198,prot-1904--ak--54,22,i-5nn7MHtv5AXD6Ev1HeZahX,Herr talman! De,u,Q5927431,,https://betalab.kb.se/prot-1904--ak--54/prot_1904__ak__54-021.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1904/prot-1904--ak--54.xml#L1694,True
199,199,199,199,prot-1904--ak--54,22,i-QQ3y9ZuNX8QtiJUfA5Lcst,Sedan kommer Ku,u,Q5927431,,https://betalab.kb.se/prot-1904--ak--54/prot_1904__ak__54-021.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1904/prot-1904--ak--54.xml#L1705,True
200,200,200,200,prot-1904--ak--54,22,i-75f7JkC84bVQcNqSpgGvpU,Genom det beslu,u,Q5927431,,https://betalab.kb.se/prot-1904--ak--54/prot_1904__ak__54-021.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1904/prot-1904--ak--54.xml#L1715,True
201,201,201,201,prot-1905--ak--60,7,i-HWbovSQ4cj4eea5ToAQtS3,Måndagen den 15,note,,"margin note, but also regular note",https://betalab.kb.se/prot-1905--ak--60/prot_1905__ak__60-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--ak--60.xml#L512,True
202,202,202,202,prot-1905--ak--60,7,i-R4iC1UGA3T74cTRnjp3JD4,af herr C. J. Ö,note,,,https://betalab.kb.se/prot-1905--ak--60/prot_1905__ak__60-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--ak--60.xml#L517,True
203,203,203,203,prot-1905--ak--60,7,i-GnVgjwbJyDrHKuoHwhtEtf,af herr G. Tamm,note,,,https://betalab.kb.se/prot-1905--ak--60/prot_1905__ak__60-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--ak--60.xml#L523,True
204,204,204,204,prot-1905--ak--60,7,i-6w9Ly9gJUzqVtmoPeyrugM,§ 5.,note,,head,https://betalab.kb.se/prot-1905--ak--60/prot_1905__ak__60-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--ak--60.xml#L528,True
205,205,205,205,prot-1905--ak--60,7,i-LBNdSHXPzhH5HcgVytZb7m,Statsrådet skal,note,,,https://betalab.kb.se/prot-1905--ak--60/prot_1905__ak__60-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--ak--60.xml#L531,True
206,206,206,206,prot-1905--ak--60,7,i-KmWkFhuuU4wzDgcPevtvgH,§ 6.,note,,head,https://betalab.kb.se/prot-1905--ak--60/prot_1905__ak__60-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--ak--60.xml#L535,True
207,207,207,207,prot-1905--ak--60,7,i-YAFGVB7yEtZSxVS3gyewbn,Af statsrådets ,note,,,https://betalab.kb.se/prot-1905--ak--60/prot_1905__ak__60-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--ak--60.xml#L538,True
208,208,208,208,prot-1905--ak--60,7,i-6T5Ba53xspS9RjFTShPLqP,ministern för u,note,,,https://betalab.kb.se/prot-1905--ak--60/prot_1905__ak__60-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--ak--60.xml#L543,True
209,209,209,209,prot-1905--ak--60,7,i-HXhzqQs2DuRHANnp1v5Ttb,en chef för jus,note,,,https://betalab.kb.se/prot-1905--ak--60/prot_1905__ak__60-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--ak--60.xml#L548,True
210,210,210,210,prot-1905--ak--60,7,i-BVv99qKvVa1kEur9hUnK4Y,en för försvars,note,,,https://betalab.kb.se/prot-1905--ak--60/prot_1905__ak__60-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--ak--60.xml#L552,True
211,211,211,211,prot-1905--ak--60,7,i-9M1j2Sf6N5NReabSZie7zd,en för civildep,note,,,https://betalab.kb.se/prot-1905--ak--60/prot_1905__ak__60-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--ak--60.xml#L557,True
212,212,212,212,prot-1905--ak--60,7,i-FtKB2CR4tsxMRBYZXG63Yx,en för jordbruk,note,,,https://betalab.kb.se/prot-1905--ak--60/prot_1905__ak__60-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--ak--60.xml#L562,True
213,213,213,213,prot-1905--ak--60,7,i-HAuYMo7qsuJTYWYnUtqeFK,en för finansde,note,,,https://betalab.kb.se/prot-1905--ak--60/prot_1905__ak__60-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--ak--60.xml#L567,True
214,214,214,214,prot-1905--ak--60,7,i-UZ1NUbQTyUHsgMw7XCCccn,en för ecklesia,note,,,https://betalab.kb.se/prot-1905--ak--60/prot_1905__ak__60-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--ak--60.xml#L572,True
215,215,215,215,prot-1905--ak--60,7,i-B8QpUNSypkbyg47attpRVg,Den närmare för,note,,,https://betalab.kb.se/prot-1905--ak--60/prot_1905__ak__60-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--ak--60.xml#L576,True
216,216,216,216,prot-1905--ak--60,7,i-RFVzLDFXx5seP1Py1NpGEr,Bland de tre st,note,,,https://betalab.kb.se/prot-1905--ak--60/prot_1905__ak__60-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--ak--60.xml#L582,True
217,217,217,217,prot-1905--ak--60,7,i-DSDDzwPvEhvkX2wXq1T3TZ,§ 15.,note,,head,https://betalab.kb.se/prot-1905--ak--60/prot_1905__ak__60-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--ak--60.xml#L587,True
218,218,218,218,prot-1905--ak--60,7,i-TiZP5FgLbW8oUptvQkqcWJ,"Kommandomål, hv",note,,,https://betalab.kb.se/prot-1905--ak--60/prot_1905__ak__60-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--ak--60.xml#L590,True
219,219,219,219,prot-1905--ak--60,7,i-HHTYZCAghm961T1MkCxktc,af herr ÅA. T. ,note,,,https://betalab.kb.se/prot-1905--ak--60/prot_1905__ak__60-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--ak--60.xml#L598,True
220,220,220,220,prot-1905--ak--60,7,i-WmZqQKC9CGKmYLG6EXM6UB,N:o 60.,note,,margin,https://betalab.kb.se/prot-1905--ak--60/prot_1905__ak__60-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--ak--60.xml#L604,True
221,221,221,221,prot-1905--ak--60,7,i-7o8j2TChXnpzrbsNradM3o,Ang. landtförsv,note,,margin,https://betalab.kb.se/prot-1905--ak--60/prot_1905__ak__60-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--ak--60.xml#L607,True
222,222,222,222,prot-1905--ak--60,7,i-7L3niHgShx2BMmQPRff2wX,(Forts.),note,,margin,https://betalab.kb.se/prot-1905--ak--60/prot_1905__ak__60-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--ak--60.xml#L611,True
223,223,223,223,prot-1905--fk--13,14,i-PVEr7yuu56Sw7pYWbc1EZ,N:o 13.,note,,margin,https://betalab.kb.se/prot-1905--fk--13/prot_1905__fk__13-013.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--fk--13.xml#L1040,True
224,224,224,224,prot-1905--fk--13,14,i-7Azu3z2JBrHPfDpqDPbVQM,Angående fångge,note,,margin,https://betalab.kb.se/prot-1905--fk--13/prot_1905__fk__13-013.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--fk--13.xml#L1043,True
225,225,225,225,prot-1905--fk--13,14,i-Wx6t4W5nDQhPV7gyKAeFGP,14 Onsdagen den,note,,margin,https://betalab.kb.se/prot-1905--fk--13/prot_1905__fk__13-013.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--fk--13.xml#L1047,True
226,226,226,226,prot-1905--fk--13,14,i-XiLvCDzHAZeMiEHK8yKdW3,må äga samma rä,note,,,https://betalab.kb.se/prot-1905--fk--13/prot_1905__fk__13-013.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--fk--13.xml#L1050,True
227,227,227,227,prot-1905--fk--13,14,i-TbE5WGs1vFv9uycAyNAzs9,Utskottet hade ,note,,,https://betalab.kb.se/prot-1905--fk--13/prot_1905__fk__13-013.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--fk--13.xml#L1054,True
228,228,228,228,prot-1905--fk--13,14,i-Hks4EPCMUinPu3aBVpLaui,Herr Jonsson:,note,,intro,https://betalab.kb.se/prot-1905--fk--13/prot_1905__fk__13-013.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--fk--13.xml#L1058,True
229,229,229,229,prot-1905--fk--13,14,i-6xT6rG39Tr7YjNrBoarivo,Efter att hafva,u,Q5891896,,https://betalab.kb.se/prot-1905--fk--13/prot_1905__fk__13-013.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--fk--13.xml#L1062,True
230,230,230,230,prot-1905--fk--13,14,i-5iftZ9Aoj4WdqihqHhhMqZ,För den händels,u,Q5891896,,https://betalab.kb.se/prot-1905--fk--13/prot_1905__fk__13-013.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--fk--13.xml#L1072,True
231,231,231,231,prot-1905--fk--13,14,i-ET7QBZdBzAtorDY4WEDre9,Jag vet mer än ,u,Q5891896,,https://betalab.kb.se/prot-1905--fk--13/prot_1905__fk__13-013.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--fk--13.xml#L1082,True
232,232,232,232,prot-1905--fk--13,14,i-7BnvcspW9Gbziah7LBQL4K,"Jag tänker mig,",u,Q5891896,,https://betalab.kb.se/prot-1905--fk--13/prot_1905__fk__13-013.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--fk--13.xml#L1102,True
233,233,233,233,prot-1905--fk--13,14,i-222HLqshJ9LZ2TqUEkuJTE,Vägen är naturl,u,Q5891896,,https://betalab.kb.se/prot-1905--fk--13/prot_1905__fk__13-013.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--fk--13.xml#L1121,True
234,234,234,234,prot-1905--fk--32,21,i-Caa13bM8sCtnXikyXiPRyT,Lördagen den 8 ,note,,margin,https://betalab.kb.se/prot-1905--fk--32/prot_1905__fk__32-020.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--fk--32.xml#L1614,True
235,235,235,235,prot-1905--fk--32,21,i-64kPSMkxYFguWqQyzfQRGn,"heter, som höra",u,Q6178293,,https://betalab.kb.se/prot-1905--fk--32/prot_1905__fk__32-020.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--fk--32.xml#L1618,True
236,236,236,236,prot-1905--fk--32,21,i-ATFcqK7TyAKgV95iEBUsr8,Han fäste också,u,Q6178293,,https://betalab.kb.se/prot-1905--fk--32/prot_1905__fk__32-020.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--fk--32.xml#L1625,True
237,237,237,237,prot-1905--fk--32,21,i-WawkiMwvz9ESVzNQBrcJVh,Grefve Hamilton,u,Q6178293,,https://betalab.kb.se/prot-1905--fk--32/prot_1905__fk__32-020.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--fk--32.xml#L1640,True
238,238,238,238,prot-1905--fk--32,21,i-3z2Q2nowdLmwMmX6oHEL6U,Herr Wester:,note,,intro,https://betalab.kb.se/prot-1905--fk--32/prot_1905__fk__32-020.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--fk--32.xml#L1656,True
239,239,239,239,prot-1905--fk--32,21,i-2Zpf9VLrYvsXQ2SXzVuwbW,Jag kan i det h,u,Q6237414,,https://betalab.kb.se/prot-1905--fk--32/prot_1905__fk__32-020.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--fk--32.xml#L1660,True
240,240,240,240,prot-1905--fk--32,21,i-DhWTd7LmeRQ3JUj5VfApbY,Det är ju gifve,u,Q6237414,,https://betalab.kb.se/prot-1905--fk--32/prot_1905__fk__32-020.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--fk--32.xml#L1667,True
241,241,241,241,prot-1905--fk--32,21,i-761kXNCUi9e25xBamQ8obF,N:o 32.,note,,margin,https://betalab.kb.se/prot-1905--fk--32/prot_1905__fk__32-020.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--fk--32.xml#L1686,True
242,242,242,242,prot-1905--fk--32,21,i-4nHXPeKHtxJcTvALb3ALLi,Om ändring i vi,note,,margin,https://betalab.kb.se/prot-1905--fk--32/prot_1905__fk__32-020.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1900s/corpus/protocols/1905/prot-1905--fk--32.xml#L1689,True
