protocol_id,x,elem_id,text,segmentation,speaker,comments,facs,github
prot-1896--ak--30,29,i-9dfoENkC2miwzTWK4q1SQw,Efter föredragn,,,,https://betalab.kb.se/prot-1896--ak--30/prot_1896__ak__30-028.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--30.xml#L3007
prot-1896--ak--30,29,i-7T9E39bPVWgwrZXppmivoP,torisk sjelf-,,,,https://betalab.kb.se/prot-1896--ak--30/prot_1896__ak__30-028.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--30.xml#L3010
prot-1896--ak--30,29,i-9YCBd3bu2Vv63Vmpq5pzBC,Herr Fredholm f,,,,https://betalab.kb.se/prot-1896--ak--30/prot_1896__ak__30-028.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--30.xml#L3013
prot-1896--ak--30,29,i-VU5sHEaJ45rpTXqXgXikXv,Till denna och ,,,,https://betalab.kb.se/prot-1896--ak--30/prot_1896__ak__30-028.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--30.xml#L3017
prot-1896--ak--30,29,i-Bnw7D8btEd2z2onuKpmcMm,Om man betrakta,,,,https://betalab.kb.se/prot-1896--ak--30/prot_1896__ak__30-028.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--30.xml#L3027
prot-1896--ak--30,29,i-JVhfQDm8B627i9BmJLQSix,Det är också ic,,,,https://betalab.kb.se/prot-1896--ak--30/prot_1896__ak__30-028.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--30.xml#L3057
prot-1896--ak--30,29,i-PtDcHPPLTLT9D84uwgQmji,Frågan om en re,,,,https://betalab.kb.se/prot-1896--ak--30/prot_1896__ak__30-028.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--30.xml#L3071
prot-1896--ak--32,57,i-Gtj64dXJLMKNwUeK7DLSH8,Lördagen den 18,,,,https://betalab.kb.se/prot-1896--ak--32/prot_1896__ak__32-056.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--32.xml#L4672
prot-1896--ak--32,57,i-XixXQodc9nRuPtd1wdc67K,och särskildt b,,,,https://betalab.kb.se/prot-1896--ak--32/prot_1896__ak__32-056.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--32.xml#L4675
prot-1896--ak--32,57,i-VXVup1nDVq5TiY145DQ8c6,Lotsstyrelsen a,,,,https://betalab.kb.se/prot-1896--ak--32/prot_1896__ak__32-056.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--32.xml#L4679
prot-1896--ak--32,57,i-Kinx969rHQnk8Zw3uNx3Gk,Sedan detta äre,,,,https://betalab.kb.se/prot-1896--ak--32/prot_1896__ak__32-056.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--32.xml#L4698
prot-1896--ak--32,57,i-FRcLqQKHbmXp6eEpk1HMHG,"Då den farled, ",,,,https://betalab.kb.se/prot-1896--ak--32/prot_1896__ak__32-056.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--32.xml#L4717
prot-1896--ak--32,57,i-5j1GtMg4Y7uN28vczy9Czh,+,,,,https://betalab.kb.se/prot-1896--ak--32/prot_1896__ak__32-056.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--32.xml#L4736
prot-1896--ak--32,57,i-VBx2iYHUmneGxcDFFkTvgP,N:o 32.,,,,https://betalab.kb.se/prot-1896--ak--32/prot_1896__ak__32-056.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--32.xml#L4740
prot-1896--ak--32,57,i-KngNrC2WaYXFWp3SWMcqQ2,Angående fullbo,,,,https://betalab.kb.se/prot-1896--ak--32/prot_1896__ak__32-056.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--32.xml#L4743
prot-1896--ak--8,61,i-Mu7aCjMgBH5jTsRLHcCzhh,.,,,,https://betalab.kb.se/prot-1896--ak--8/prot_1896__ak__8-060.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--8.xml#L4714
prot-1896--ak--8,61,i-QJ6v7NNBojVJZzcoy6yGHh,Lördagen den 22,,,,https://betalab.kb.se/prot-1896--ak--8/prot_1896__ak__8-060.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--8.xml#L4718
prot-1896--ak--8,61,i-KqFSEYkGPqgmi1uy7S72jU,Som tiden nu va,,,,https://betalab.kb.se/prot-1896--ak--8/prot_1896__ak__8-060.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--8.xml#L4721
prot-1896--ak--8,61,i-2mwRi6tXJ4J3CPvpNRNGGF,iz 66 > kalt ve,,,,https://betalab.kb.se/prot-1896--ak--8/prot_1896__ak__8-060.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--8.xml#L4726
prot-1896--ak--8,61,i-PKXpihPqgLbkkWfsLugbMA,bränvin.,,,,https://betalab.kb.se/prot-1896--ak--8/prot_1896__ak__8-060.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--8.xml#L4732
prot-1896--ak--8,61,i-QSpabiPk27jgj7WgPEwGqc,Kammarens ledam,,,,https://betalab.kb.se/prot-1896--ak--8/prot_1896__ak__8-060.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--8.xml#L4736
prot-1896--ak--8,61,i-FEBVoycSdLvTyaadXzr6pa,In fidem FE. Na,,,,https://betalab.kb.se/prot-1896--ak--8/prot_1896__ak__8-060.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--8.xml#L4739
prot-1896--ak--8,61,i-TWmLUZiGJpaxHpZYkWTqAb,Andra Kammarens,,,,https://betalab.kb.se/prot-1896--ak--8/prot_1896__ak__8-060.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1896/prot-1896--ak--8.xml#L4742
prot-1897--ak--27,66,i-Jx6KsUK4VK7quowfVBdNvN,N:o 27. 66 Tors,,,,https://betalab.kb.se/prot-1897--ak--27/prot_1897__ak__27-065.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--27.xml#L5003
prot-1897--ak--27,66,i-Mz7i8fhLZgVUfnM4TQCfAz,Ang. ber derför,,,,https://betalab.kb.se/prot-1897--ak--27/prot_1897__ak__27-065.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--27.xml#L5006
prot-1897--ak--27,66,i-GWisYLnZqVq1gtefwooPvM,vid statens bru,,,,https://betalab.kb.se/prot-1897--ak--27/prot_1897__ak__27-065.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--27.xml#L5012
prot-1897--ak--27,66,i-Qc53Kv6uGLggxULqGK6cTw,(Forts.) — röra,,,,https://betalab.kb.se/prot-1897--ak--27/prot_1897__ak__27-065.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--27.xml#L5018
prot-1897--ak--27,66,i-YD1toYLpC7CsG9fff5dikW,het med första ,,,,https://betalab.kb.se/prot-1897--ak--27/prot_1897__ak__27-065.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--27.xml#L5022
prot-1897--ak--27,66,i-LosiXCo86NnwFrPpizUvNG,Herr Waldenströ,,,,https://betalab.kb.se/prot-1897--ak--27/prot_1897__ak__27-065.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--27.xml#L5025
prot-1897--ak--27,66,i-Dujr75Uh2UHLjf3RU7sHVc,Jag anser mig p,,,,https://betalab.kb.se/prot-1897--ak--27/prot_1897__ak__27-065.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--27.xml#L5029
prot-1897--ak--27,66,i-Kgm4NvfBAhH5Un8mshsvWf,Herr Göthberg f,,,,https://betalab.kb.se/prot-1897--ak--27/prot_1897__ak__27-065.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--27.xml#L5034
prot-1897--ak--27,66,i-RVUSfBCXzZkEjVeYThCyTA,Herr Göthberg s,,,,https://betalab.kb.se/prot-1897--ak--27/prot_1897__ak__27-065.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--27.xml#L5058
prot-1897--ak--27,66,i-ACYU8m1L45kyunnjcVpgFJ,Herr Hedin tala,,,,https://betalab.kb.se/prot-1897--ak--27/prot_1897__ak__27-065.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--27.xml#L5067
prot-1897--ak--27,66,i-EFgB5iji2kFHKd2q2GiYc2,Herr Hedin säge,,,,https://betalab.kb.se/prot-1897--ak--27/prot_1897__ak__27-065.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--27.xml#L5082
prot-1897--ak--5,63,i-EjxCj5bEQFyBmqYXwbihtc,Tisdagen den 23,,,,https://betalab.kb.se/prot-1897--ak--5/prot_1897__ak__5-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--5.xml#L5113
prot-1897--ak--5,63,i-MusVS8e2vkS9wm2mU4qmUm,öfning för utrö,,,,https://betalab.kb.se/prot-1897--ak--5/prot_1897__ak__5-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--5.xml#L5116
prot-1897--ak--5,63,i-7kGp3dGFp1yE5fMVih8MPv,Till statsutsko,,,,https://betalab.kb.se/prot-1897--ak--5/prot_1897__ak__5-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--5.xml#L5120
prot-1897--ak--5,63,i-EkYZrAXA6QivXEvrWjNUW1,angående dagafl,,,,https://betalab.kb.se/prot-1897--ak--5/prot_1897__ak__5-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--5.xml#L5124
prot-1897--ak--5,63,i-H72x3w1pbDjqrNsLYQb9CG,angående rätt f,,,,https://betalab.kb.se/prot-1897--ak--5/prot_1897__ak__5-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--5.xml#L5128
prot-1897--ak--5,63,i-71s4as5kSsDz9uUPgfxaZP,§ 5.,,,,https://betalab.kb.se/prot-1897--ak--5/prot_1897__ak__5-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--5.xml#L5135
prot-1897--ak--5,63,i-DxwShgAKYBxwCdEyJzMYhS,Anmäldes och la,,,,https://betalab.kb.se/prot-1897--ak--5/prot_1897__ak__5-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--5.xml#L5138
prot-1897--ak--5,63,i-QBj2DKsksGX2FjBTP7gcGf,Kongl. Maj:ts s,,,,https://betalab.kb.se/prot-1897--ak--5/prot_1897__ak__5-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--5.xml#L5141
prot-1897--ak--5,63,i-QYQ1PRmKCGzttEkEk4eBur,g 6.,,,,https://betalab.kb.se/prot-1897--ak--5/prot_1897__ak__5-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--5.xml#L5146
prot-1897--ak--5,63,i-M5aXhoNYSStwhQoDS8V8aB,Efter föredragn,,,,https://betalab.kb.se/prot-1897--ak--5/prot_1897__ak__5-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--5.xml#L5149
prot-1897--ak--5,63,i-Y7wXZ2dHtzEuLdvWwA7DM8,"Herr A. Hedin, ",,,,https://betalab.kb.se/prot-1897--ak--5/prot_1897__ak__5-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--5.xml#L5155
prot-1897--ak--5,63,i-3aj2KQitvSh7UNJ2vozn6i,Som kammarens l,,,,https://betalab.kb.se/prot-1897--ak--5/prot_1897__ak__5-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--5.xml#L5158
prot-1897--ak--5,63,i-CPuzYwBsmggDGebgcD6rKj,Vidare anfördes,,,,https://betalab.kb.se/prot-1897--ak--5/prot_1897__ak__5-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--5.xml#L5176
prot-1897--ak--5,63,i-GC7KpiRpxrfq8MCF4aKXc9,sådant hänseend,,,,https://betalab.kb.se/prot-1897--ak--5/prot_1897__ak__5-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--5.xml#L5180
prot-1897--ak--5,63,i-9WxNcrdmHGDqyuZzcEbqJ9,g 7.,,,,https://betalab.kb.se/prot-1897--ak--5/prot_1897__ak__5-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--5.xml#L5185
prot-1897--ak--5,63,i-8bqLFdJvJnk5k2q6W8huyg,Föredrogs och b,,,,https://betalab.kb.se/prot-1897--ak--5/prot_1897__ak__5-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--5.xml#L5188
prot-1897--ak--5,63,i-7M983UGBs5AFBEMnm4PDae,N:o 5.,,,,https://betalab.kb.se/prot-1897--ak--5/prot_1897__ak__5-062.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--5.xml#L5192
prot-1897--ak--9,27,i-NbbXvSkeLgH95HnXJY9Tcv,Onsdagen den 3 ,,,,https://betalab.kb.se/prot-1897--ak--9/prot_1897__ak__9-026.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--9.xml#L2092
prot-1897--ak--9,27,i-9uKpezRjRkapmWHESG6DLd,norrlands regem,,,,https://betalab.kb.se/prot-1897--ak--9/prot_1897__ak__9-026.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--9.xml#L2095
prot-1897--ak--9,27,i-2jMiEfMcy9FW5WUgNdaJW7,Men dessutom ha,,,,https://betalab.kb.se/prot-1897--ak--9/prot_1897__ak__9-026.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--9.xml#L2108
prot-1897--ak--9,27,i-4yG8EAUT2Fbgghank1kWov,Men utom de skä,,,,https://betalab.kb.se/prot-1897--ak--9/prot_1897__ak__9-026.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--9.xml#L2121
prot-1897--ak--9,27,i-8nTG9tDE6cpZ1FxukrhZvJ,N:o 9.,,,,https://betalab.kb.se/prot-1897--ak--9/prot_1897__ak__9-026.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--9.xml#L2154
prot-1897--ak--9,27,i-6bBzTKCNsZ4q5KatzxFHDc,Angående anslag,,,,https://betalab.kb.se/prot-1897--ak--9/prot_1897__ak__9-026.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--ak--9.xml#L2157
prot-1897--fk--12,7,i-3wjtsEZaUF3sBKgeYjuDDQ,Lördagen den 13,,,,https://betalab.kb.se/prot-1897--fk--12/prot_1897__fk__12-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--fk--12.xml#L507
prot-1897--fk--12,7,i-QHFvaL3mhP92kbpGbhkZYZ,rättskipningen ,,,,https://betalab.kb.se/prot-1897--fk--12/prot_1897__fk__12-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--fk--12.xml#L511
prot-1897--fk--12,7,i-7jDYrVPRc2H45GdJ76WbPe,Herr Ljungberg:,,,,https://betalab.kb.se/prot-1897--fk--12/prot_1897__fk__12-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--fk--12.xml#L517
prot-1897--fk--12,7,i-HMn9sYPvoTG9zceuEMdWYz,Det är en allva,,,,https://betalab.kb.se/prot-1897--fk--12/prot_1897__fk__12-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--fk--12.xml#L521
prot-1897--fk--12,7,i-KBu8pVyQ8cD6pja3e6Z1w3,Kongl. Maj:t ha,,,,https://betalab.kb.se/prot-1897--fk--12/prot_1897__fk__12-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--fk--12.xml#L546
prot-1897--fk--12,7,i-N27JFBxEkS9QSyUUWUzqkW,Amanuens-system,,,,https://betalab.kb.se/prot-1897--fk--12/prot_1897__fk__12-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--fk--12.xml#L557
prot-1897--fk--12,7,i-84ht1FEaU8eWigZmA1kc4t,N:o 12.,,,,https://betalab.kb.se/prot-1897--fk--12/prot_1897__fk__12-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--fk--12.xml#L579
prot-1897--fk--12,7,i-JEE5VZvkgDYijPQ1dMsAqx,Angående förhöj,,,,https://betalab.kb.se/prot-1897--fk--12/prot_1897__fk__12-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--fk--12.xml#L582
prot-1897--fk--12,7,i-PVU11MabkMWWGGf8vnLniK,(Forts.),,,,https://betalab.kb.se/prot-1897--fk--12/prot_1897__fk__12-006.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--fk--12.xml#L585
prot-1897--fk--23,45,i-65KRUvkxf2hdRjCJQw89rQ,Lördagen den 24,,,,https://betalab.kb.se/prot-1897--fk--23/prot_1897__fk__23-044.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--fk--23.xml#L3746
prot-1897--fk--23,45,i-6CC9x2Lq6rmecAbktfBS43,ständers gemens,,,,https://betalab.kb.se/prot-1897--fk--23/prot_1897__fk__23-044.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--fk--23.xml#L3749
prot-1897--fk--23,45,i-C6h8M2V369bcvj7X7VmA3H,Detta grundlags,,,,https://betalab.kb.se/prot-1897--fk--23/prot_1897__fk__23-044.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--fk--23.xml#L3768
prot-1897--fk--23,45,i-BW2g4ey2DTsJPsUMZQfoU2,Anse herrarne i,,,,https://betalab.kb.se/prot-1897--fk--23/prot_1897__fk__23-044.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--fk--23.xml#L3783
prot-1897--fk--23,45,i-Cx7mjzW2uV3q4aTDsRwFea,Efter härmed sl,,,,https://betalab.kb.se/prot-1897--fk--23/prot_1897__fk__23-044.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--fk--23.xml#L3794
prot-1897--fk--23,45,i-3RYzuPqukRf93KVNAn5Und,Herr Törnebladh,,,,https://betalab.kb.se/prot-1897--fk--23/prot_1897__fk__23-044.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--fk--23.xml#L3802
prot-1897--fk--23,45,i-Woz1oco8HednRDEVxr7hPM,"Den, som godkän",,,,https://betalab.kb.se/prot-1897--fk--23/prot_1897__fk__23-044.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1897/prot-1897--fk--23.xml#L3806
prot-1898--ak--15,27,i-hsRwmDQrzi5JyX8PUq1a4,Onsdagen den 9 ,,,,https://betalab.kb.se/prot-1898--ak--15/prot_1898__ak__15-026.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1898/prot-1898--ak--15.xml#L2243
prot-1898--ak--15,27,i-N383XxTw4mYegnGhmXDgBU,"Som vi veta, be",,,,https://betalab.kb.se/prot-1898--ak--15/prot_1898__ak__15-026.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1898/prot-1898--ak--15.xml#L2247
prot-1898--ak--15,27,i-NXneyiyqmxJvHGFa9nzgq2,De mekaniska ve,,,,https://betalab.kb.se/prot-1898--ak--15/prot_1898__ak__15-026.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1898/prot-1898--ak--15.xml#L2253
prot-1898--ak--15,27,i-TrVwbz6yfY4XVqj3Kug4PV,Jag ber att få ,,,,https://betalab.kb.se/prot-1898--ak--15/prot_1898__ak__15-026.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1898/prot-1898--ak--15.xml#L2260
prot-1898--ak--15,27,i-D8dszn9RaaZLHe4ibfxeU1,Dessa uttalande,,,,https://betalab.kb.se/prot-1898--ak--15/prot_1898__ak__15-026.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1898/prot-1898--ak--15.xml#L2286
prot-1898--ak--15,27,i-FALBy4GBmfKzDH92267Prp,Allt för häftig,,,,https://betalab.kb.se/prot-1898--ak--15/prot_1898__ak__15-026.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1898/prot-1898--ak--15.xml#L2292
prot-1898--ak--15,27,i-5XtmNa7hnptGxR3whPLhE9,Med anledning a,,,,https://betalab.kb.se/prot-1898--ak--15/prot_1898__ak__15-026.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1898/prot-1898--ak--15.xml#L2300
prot-1898--ak--15,27,i-BhgbD78CKAxYRvQuSyZSeB,Häruti instämde,,,,https://betalab.kb.se/prot-1898--ak--15/prot_1898__ak__15-026.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1898/prot-1898--ak--15.xml#L2304
prot-1898--ak--15,27,i-4EisKWo2rdYBJrAyGbibgF,Herr Bergendahl,,,,https://betalab.kb.se/prot-1898--ak--15/prot_1898__ak__15-026.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1898/prot-1898--ak--15.xml#L2307
prot-1898--ak--15,27,i-RiMA6AsCQzTRRcPiuFPPbW,Herr vice talma,,,,https://betalab.kb.se/prot-1898--ak--15/prot_1898__ak__15-026.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1898/prot-1898--ak--15.xml#L2311
prot-1898--ak--15,27,i-BBn1DFKgXAjZnnowv4tARc,Som herrarne ku,,,,https://betalab.kb.se/prot-1898--ak--15/prot_1898__ak__15-026.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1898/prot-1898--ak--15.xml#L2320
prot-1898--ak--15,27,i-7MVzWUgfC5mVR7pu7kBo2Z,N:o 15.,,,,https://betalab.kb.se/prot-1898--ak--15/prot_1898__ak__15-026.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1898/prot-1898--ak--15.xml#L2325
prot-1898--ak--15,27,i-EEYAhTBY2U7SgbdWFkgZqe,Ang. tull å tac,,,,https://betalab.kb.se/prot-1898--ak--15/prot_1898__ak__15-026.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1898/prot-1898--ak--15.xml#L2328
prot-1898--ak--15,27,i-4KPfz8xVSthhViW6MwZiJx,(Forts.),,,,https://betalab.kb.se/prot-1898--ak--15/prot_1898__ak__15-026.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1898/prot-1898--ak--15.xml#L2331
prot-1898--ak--16,3,i-TwozT3EYvfKkgxSgwXjk7o,Lördagen den 12,,,,https://betalab.kb.se/prot-1898--ak--16/prot_1898__ak__16-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1898/prot-1898--ak--16.xml#L189
prot-1898--ak--16,3,i-HdYataAE6nsFTc611NFaVQ,§ 6.,,,,https://betalab.kb.se/prot-1898--ak--16/prot_1898__ak__16-002.jp2/_view,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/curation-1890s/corpus/protocols/1898/prot-1898--ak--16.xml#L194
