protocol_id,elem_id,segmentation,comments,text,link,subset
prot-1950-höst-ak--32,i-13mLfGbJroVBCAEv1vGRH,,,Snabbare publicering av riksdagens protokoll.,https://betalab.kb.se/prot-1950-höst-ak--32/prot_1950_höst_ak__32-091.jp2/_view,prot-1950--ak
prot-1950--ak--23,i-15BfqsXa8jrvJtSQjiJsY,,,"ligt, att även jag har uppfattat interpellationens syftemål på samma sätt.",https://betalab.kb.se/prot-1950--ak--23/prot_1950__ak__23-159.jp2/_view,prot-1950--ak
prot-1950--ak--13,i-17uE49gKSxuT1VvAPABHm,,,Förvärv av viss tidigare tyskägd gruvegendom m. m.,https://betalab.kb.se/prot-1950--ak--13/prot_1950__ak__13-150.jp2/_view,prot-1950--ak
prot-1951--fk--9,i-13vExTM2ZqPoEUmiNPdRR,,,Jas,https://betalab.kb.se/prot-1951--fk--9/prot_1951__fk__9-085.jp2/_view,prot-1951--fk
prot-1951--fk--8,i-14r9CWEZVgbmRs1CNNAme,,,48 Nr 8.,https://betalab.kb.se/prot-1951--fk--8/prot_1951__fk__8-047.jp2/_view,prot-1951--fk
prot-1951--fk--23,i-18EW8ACP7FjtJT8AihKaj,,,"bestämmelser och genom motorförarnas och liknande organisationer sprida denna såväl till ägarna och förarna av motorfordon som till andra trafikanter, som kunde anses ha intresse för densamma.",https://betalab.kb.se/prot-1951--fk--23/prot_1951__fk__23-101.jp2/_view,prot-1951--fk
prot-1951--ak--4,i-13wrZ2CzZF2WK6virgvLN,,,till bevillningsutskottet motionerna:,https://betalab.kb.se/prot-1951--ak--4/prot_1951__ak__4-002.jp2/_view,prot-1951--ak
prot-1951--ak--10,i-15vRQMUQ65okyTUbaAmru,,,Avsättning till fonden för idrottens främjande.,https://betalab.kb.se/prot-1951--ak--10/prot_1951__ak__10-108.jp2/_view,prot-1951--ak
prot-1951-extrahöst-ak--29,i-16BBpQ41d1Paof1gGc7Uj,,,"Nu innebär Achesonplanen ett vidgande av den kompetens, som församlingen har. När förslaget 1946 lades fram i Förenta Nationerna, uttalade för övrigt de sakkunniga sitt tvivel på att det var möjligt att på detta sätt giva församlingen de befogenheter, sonr den sedan fick. Enligt Achesonplanen får ju generalförsamlingen helt andra och vidgade befogenheter. Sverige har anslutit sig till denna plan. I anslutning till detta citerade jag vad utrikesministern sagt i Lund, att FN inte får bli en antikommunistisk bildning. Det är dock uppenbart att de rekommendationer, som generalförsamlingen kan antaga, komma till stånd i de fall då en stormakt inlagt sitt veto i säkerhetsrådet. Det kan egentligen inte tänkas några andra fall av större räckvidd. Det kan ju då t. ex. röra sig om att Sovjetunionen inlagt sitt veto.",https://betalab.kb.se/prot-1951-extrahöst-ak--29/prot_1951_extrahöst_ak__29-100.jp2/_view,prot-1951--ak
prot-1952-höst-fk--31,i-13z9Tbfi5e1Vx6cMJdNZx,,,"Jag har, herr talman, det intrycket, med rätt eller orätt, att de statliga institutionerna, verkscheferna och andra inte har fått det medinflytande vid lönesättningen, som ur många synpunkter är motiverat och önskvärt. Kommunikationerna har inte varit så goda som man emellanåt här har gjort gällande vid dagens överläggningar.",https://betalab.kb.se/prot-1952-höst-fk--31/prot_1952_höst_fk__31-072.jp2/_view,prot-1952--fk
prot-1952--fk--14,i-16Y6eXQW8reUfR1XR5Pky,,,"Nu ställde herr Velander frågan om hur vinstutvecklingen skulle bli under 1952. Ja, det är en fråga som det givetvis är omöjligt att svara på. Det finns många tecken som tyder på att konjunk-",https://betalab.kb.se/prot-1952--fk--14/prot_1952__fk__14-070.jp2/_view,prot-1952--fk
prot-1952--fk--15,i-16uj7X7ArGrNStNT4Ymhd,,,"Slutligen har jag i en motion vid förra årets riksdag pekat på angelägenheten att medel ställdes till förfogande även för andra kulturella ändamål än de mera regelbundet återkommande anspråken på lotterimedel. Det har visat sig angeläget och önskvärt att statsmakterna can lämna stöd för kulturella behov av mera brådskande art och engångsnatur och att vissa medel för detta ändamål särskilt borde avsättas. Dessa synpunkter vann också utskottets beaktande så till vida, att utskottet hemställde att denna fråga närmare skulle upptagas till prövning av - kulturfondsutredningen, som sysslar med hithörande problem.",https://betalab.kb.se/prot-1952--fk--15/prot_1952__fk__15-036.jp2/_view,prot-1952--fk
prot-1952--ak--19,i-14BNDEm32NMQXS444uQhz,,,Herr KÄRRLANDER:,https://betalab.kb.se/prot-1952--ak--19/prot_1952__ak__19-095.jp2/_view,prot-1952--ak
prot-1952-höst-ak--26,i-19HPWiAWm4FZDUaVsLJC6,,,"nackdelar och risker, som anhopningen i de stora städerna medför, och man ger nytt liv åt en annars snart utdöende landsbygd. Och inte bara detta, ty jag är övertygad om att med de ökade arbetstillfällena skulle ungdomen stanna kvar på landsbygden. Och kanske en hel del av dem, som lämnat landsbygden och nu går som bostadssökande i städerna, skulle vända åter till landsbygden och där finna trivsel och livsglädje. Jag vill därför vädja till regeringen och alla andra, som kan medverka i detta avseende, att göra en verkligt stor insats för att få ökade arbetstillfällen och därmed också ökad bebyggelse ute på landsbygden. Jag tror att få uppgifter skulle vara så tacknämliga och lyckobringande som denna.",https://betalab.kb.se/prot-1952-höst-ak--26/prot_1952_höst_ak__26-120.jp2/_view,prot-1952--ak
prot-1952--ak--8,i-1AjxsJun7mRHvFBYnF8uh,,,"""Torsdagen den 6 mars 1952.",https://betalab.kb.se/prot-1952--ak--8/prot_1952__ak__8-132.jp2/_view,prot-1952--ak
prot-1953-höst-fk--30,i-14aXqofqdkTydy13HfBUG,,,"handla herr Herlitz motion, har vi haft till förfogande det material, som motionären lagt fram, och vidare det material, som lagts fram i yttrandena från statskontoret, riksräkenskapsverket och 1950 års budgeträttskommitté.",https://betalab.kb.se/prot-1953-höst-fk--30/prot_1953_höst_fk__30-036.jp2/_view,prot-1953--fk
prot-1953--fk--6,i-14rg7mcjf8sJThfjEXsVd,,,"Efter det överläggningen förklarats härmed slutad, bifölls vad utskottet i förevarande betänkande hemställt.",https://betalab.kb.se/prot-1953--fk--6/prot_1953__fk__6-010.jp2/_view,prot-1953--fk
prot-1953--fk--23,i-16P5TSSu4SxfcFiKbVJ3E,,,"låtelse av tomträtt.» Hur skulle man kunna föreskriva detta i lagen? För det första talar bostadsstyrelsen om »en viss begränsning» och således icke om ett totalt förbud, vilket lagberedningen föreslagit. För det andra önskar bostadsstyrelsen att i lagen skulle anges de undantag som får göras i tomträttsavtalen. Juridisk expertis säger, att en dylik uppläggning är ohållbar, därför att man icke i lagtexten kan ange alla villkor, som kan förekomma.",https://betalab.kb.se/prot-1953--fk--23/prot_1953__fk__23-015.jp2/_view,prot-1953--fk
prot-1953--ak--20,i-11JehjdsVyG1fkasrC4XU,,,"Utskottet begär vidare utredning om partiella reformer inom tvåkammarsystemets ram, berörande, som det heter, första kammarens sammansättning, ställning och funktion, medan denna problemställning egentligen bara är en del av det frågekomplex, som berör första kammarens status. Motionerna som",https://betalab.kb.se/prot-1953--ak--20/prot_1953__ak__20-009.jp2/_view,prot-1953--ak
prot-1953--ak--12,i-162Vn39AiGtTwuxr3Mvxz,,,"Avsättningsförhållandena för brännved och klenvirke har under de senaste åren undergått starka förskjutningar. Den under avverkningssäsongerna 1950 —551 och 1951—52 uppdrivna skogskonjunkturen medförde en stark efterfrågan på olika virkessortiment och i samma riktning verkade bränslekrisen under säsongen 1951—52. Läget är nu helt annorlunda. Skogsindustriernas efterfrågan på virke har minskat. även efterfrågan på vedbränslet har, ej minst på landsbygden, nedgått genom den förnyelse av bostadsbeståndet som ägt rum. Härtill kommer att möjligheterna att importera fossilt bränsle förbättrats, och priserna på sådant bränsle har sjunkit så att vedbränslet, med den prissättning som nu tillämpas på detta bränsle, i många fall ej kan konkurrera. Sänkningen av bränslepriserna måste ur allmänna synpunkter hälsas med tillfredsställelse. Särskilt i nuvarande läge, då det gäller att nedbringa",https://betalab.kb.se/prot-1953--ak--12/prot_1953__ak__12-021.jp2/_view,prot-1953--ak
prot-1953--ak--22,i-16XHdTxNykEBQ7PdQ9jzq,,,"Herr talman! Herr Gustafsson i Skellefteå menade att han för sin del hade svårt att förstå, att det skulle bli administrativa svårigheter om man gick över ifrån tilläggslån till ett löpande bidrag. Jag har gjort den erfarenheten",https://betalab.kb.se/prot-1953--ak--22/prot_1953__ak__22-124.jp2/_view,prot-1953--ak
prot-1954-höst-fk--31,i-13MrbmsjXRyP2TE89bGB9,,,Herr talman! Med det anförda ber jag att få yrka bifall till den föreliggande reservationen.,https://betalab.kb.se/prot-1954-höst-fk--31/prot_1954_höst_fk__31-098.jp2/_view,prot-1954--fk
prot-1954--fk--13,i-15G7tYq4Rg73RZUiz8peG,,,"förräntas. Att hela aktiekapitalet förr eller senare måste avskrivas är en uppfattning som styrelsen absolut icke hyser. Detta är styrelsens arbetshypotes, och styrelsen har tilltro till den hypotesen.",https://betalab.kb.se/prot-1954--fk--13/prot_1954__fk__13-024.jp2/_view,prot-1954--fk
prot-1954--fk--3,i-19BQDbQapxM92P18DpDd4,,,de en översyn av lagen om kronans förköpsrätt;,https://betalab.kb.se/prot-1954--fk--3/prot_1954__fk__3-017.jp2/_view,prot-1954--fk
prot-1954--ak--6,i-11LbVSvMzncne4Lc64qbB,,,"Jag skulle vilja börja med att fortsätta det resonemang, som fördes mellan herr Sträng och herr Ståhl beträffande den motsättning, som herr Ståhl — enligt min mening med rätta — ville göra gällande föreligger mellan socialministerns uttalande i början av interpellationssvaret, då han säger, att oron för att genom tryck från kreditsidan alla för bostadsbyggandet tillgängliga resurser icke skulle kunna användas har varit obefogad, och vad han säger i slutet av sitt svar.",https://betalab.kb.se/prot-1954--ak--6/prot_1954__ak__6-024.jp2/_view,prot-1954--ak
prot-1954--ak--16,i-15YvP2VPpeZhFXzaHZFDe,,,"Sedan säger utrikesministern, om jag ett ögonblick får vända mig till honom, att om företaget hade velat vara på den säkra sidan, skulle det antingen ha tagit ut skatten eller också ha ställt en fråga till kontrollstyrelsen beträffande skatteplikten. Varorna var skattepliktiga, men om jag är rätt underrättad, Ers Excellens, förhåller det sig så, att företaget har riktat en fråga till kontrollstyrelsen och fått den upplysningen, att kontrollstyrelsen icke ansåg sig kunna ge ett förhandsbesked, utan företaget hade först att handla och därefter hade kontrollstyrelsen att döma! Att någon möjlighet att få besked icke förefanns, visar alltså i hur hög grad otydlig och suddig hela den lagstiftning är, på vilken detta företag har fallit.",https://betalab.kb.se/prot-1954--ak--16/prot_1954__ak__16-079.jp2/_view,prot-1954--ak
prot-1954--ak--22,i-15jAeXE7jTW4fgpFccsQA,,,"Jag behöver väl inte här i riksdagen och speciellt inte i denna fåtaliga församling i kammaren — som väl är speciellt intresserad av skolfrågorna — tala om bristen på lärarkrafter. Alla som sysslat med skolfrågor vet ju att denna brist är betydande. Det är emellertid ett nytt inlägg i denna debatt, ett mycket stimulerande inlägg, som jag skulle vilja ta till utgångspunkt för några reflexioner.",https://betalab.kb.se/prot-1954--ak--22/prot_1954__ak__22-199.jp2/_view,prot-1954--ak
prot-1955--fk--8,i-1B7Sb9gJPG79M3tVGE1XN,,,"varje punkt. Ingen fråga, hur liten den än är, är riktigt enkel. Därför har det också gjorts mycket för att åstadkomma att ledamöterna skall kunna på allvar tränga in i spörsmålen. Man har sörjt för utredningar på förhand och för överläggningar inom delegationerna, man har ordnat utskottsarbete under rådssessionerna 0. S. V.",https://betalab.kb.se/prot-1955--fk--8/prot_1955__fk__8-033.jp2/_view,prot-1955--fk
prot-1955--fk--20,i-1ExJPVkNB2ccGdu7c29h7,,,Herr SUNDELIN (fp):,https://betalab.kb.se/prot-1955--fk--20/prot_1955__fk__20-035.jp2/_view,prot-1955--fk
prot-1955--fk--16,i-1Ggnz2qEM5YqQFvjefiD1,,,Skall den nuvarande ordningen prakti-,https://betalab.kb.se/prot-1955--fk--16/prot_1955__fk__16-077.jp2/_view,prot-1955--fk
prot-1955--ak--18,i-13towAhUR6b9JFGN4KGqF,,,Onsdagen den 18 maj 1955 fm.,https://betalab.kb.se/prot-1955--ak--18/prot_1955__ak__18-139.jp2/_view,prot-1955--ak
prot-1955--ak--20,i-179NgAeNtZvtHpaeVEhZ4,,,Ökad utbildning av läkare,https://betalab.kb.se/prot-1955--ak--20/prot_1955__ak__20-036.jp2/_view,prot-1955--ak
prot-1955--ak--8,i-1ANHpyw62BNUEzinuFVid,,,"hela debatten en ökenflod som rätt vad det är försvinner, man vet inte vart.",https://betalab.kb.se/prot-1955--ak--8/prot_1955__ak__8-118.jp2/_view,prot-1955--ak
prot-1956--fk--24,i-16cycp1HHhwdSatr2Bkkr,,,Reservationer hade anmälts,https://betalab.kb.se/prot-1956--fk--24/prot_1956__fk__24-072.jp2/_view,prot-1956--fk
prot-1956--fk--14,i-1B29vrwXYjeFn74RnK55z,,,"Jag vill också erinra om att det här anslaget sedan 1951/52 höjts med nära tre gånger det belopp som gick ut det året. 2,7 miljoner kronor är naturligtvis inte en anslagssumma av sådan storlek, att den tillgodoser alla behov som finns på detta område, men jag skulle vilja fråga utskottets talesman, herr Andersson, på vilket område i den fulla sysselsättningens samhälle det inte föreligger brister och inte finns otillfredsställda behov.",https://betalab.kb.se/prot-1956--fk--14/prot_1956__fk__14-020.jp2/_view,prot-1956--fk
prot-1956-höst-fk--27,i-1Drd39tBkJwWFzLSUe5oV,,,"av herr Bergh, Ragnar, m. fl., av herr Ohlon,",https://betalab.kb.se/prot-1956-höst-fk--27/prot_1956_höst_fk__27-073.jp2/_view,prot-1956--fk
prot-1956-höst-ak--27,i-11LKkuz64nhELwBqxRtfn,,,"fasta andliga grund, på vilken den världsliga makten med framgång kunnat bygga vidare.» Så fortsatte han: »Kyrkan får inte isolera sig. Kyrkan och de kristna måste frimodigt vara med i folkets liv och utvidga sin välsignelserika verksamhet till kretsar, där jordmånen förr har varit mindre mottaglig för dess förkunnelse.»",https://betalab.kb.se/prot-1956-höst-ak--27/prot_1956_höst_ak__27-149.jp2/_view,prot-1956--ak
prot-1956--ak--10,i-13m9xCib4bgsDSD1Nx5As,,,"Om man jämför den föreslagna texten med den nu gällande provisoriska lagtexten finner man, att den är nästan likadan som den hittillsvarande ingressen, vilken innehåller en uppräkning av de olika paragraferna. Där står dock att dessa skall ha det innehåll som anges därefter. I den nya texten står det att innehållet skall vara detsamma som i den nuvarande lagtexten. Om herr Dahlén ändå har svårt att läsa detta, skulle jag vilja rekommendera honom att göra ett litet uppehåll efter varje »att> som finns med särskilt spärrad stil. Det vållar inte så stora svårigheter att begripa när det med spärrad stil står att ett visst moment inte skall gälla. Vidare står det att vissa paragrafer skall ha samma lydelse som de nuvarande. Konstigare än så är det inte med den enligt hans mening obegripliga lagtexten.",https://betalab.kb.se/prot-1956--ak--10/prot_1956__ak__10-101.jp2/_view,prot-1956--ak
prot-1956--ak--20,i-13uRu79HqwEnMWP4F9kot,,,16 — Andra kammorens protokoll 1956. Nr 20,https://betalab.kb.se/prot-1956--ak--20/prot_1956__ak__20-240.jp2/_view,prot-1956--ak
prot-1957--fk--6,i-14fTEgSq9RQuxjKqicpgg,,,Herr NORLING (k):,https://betalab.kb.se/prot-1957--fk--6/prot_1957__fk__6-051.jp2/_view,prot-1957--fk
prot-1957--fk--2,i-14sxKFcAVsXeV3PHMh9pD,,,Statsverkspropositionen m. m.,https://betalab.kb.se/prot-1957--fk--2/prot_1957__fk__2-093.jp2/_view,prot-1957--fk
prot-1957--fk--11,i-14tqrh88Q75DgVpmvz1rg,,,Onsdagen den 3 april 1957,https://betalab.kb.se/prot-1957--fk--11/prot_1957__fk__11-101.jp2/_view,prot-1957--fk
prot-1957--ak--18,i-13MHcUFGY8ejdQiwYp3BT,,,Punkten II,https://betalab.kb.se/prot-1957--ak--18/prot_1957__ak__18-083.jp2/_view,prot-1957--ak
prot-1957--ak--11,i-15Ku16Bs18svhNU15tR2d,,,"reformering av den här trafiken, godtar man i viss mån ordensväsendet som sådant. Jag har en gång tidigare i denna kammare givit till känna min uppfattning i denna sak, och jag vill bara här konstatera, att jag anser det vara mest värdigt en demokratisk församling att avskaffa hela ordensväsendet.",https://betalab.kb.se/prot-1957--ak--11/prot_1957__ak__11-106.jp2/_view,prot-1957--ak
prot-1957--ak--22,i-16WYuNp1aBYmU24MEqaAo,,,Nr 22 11,https://betalab.kb.se/prot-1957--ak--22/prot_1957__ak__22-010.jp2/_view,prot-1957--ak
prot-1958-a-fk--18,i-11jF2TWqLQeucfzvdpYkr,,,Söndagen den 27 april 1958,https://betalab.kb.se/prot-1958-a-fk--18/prot_1958_a_fk__18-075.jp2/_view,prot-1958--fk
prot-1958-b-fk--3,i-15KAwEvUM829BZYvbeL2L,,,"Då emellertid herr Mannerskantz begärde rösträkning, verkställdes härefter votering medelst omröstningsapparat; och befunnos vid omröstningens slut rösterna hava utfallit sålunda:",https://betalab.kb.se/prot-1958-b-fk--3/prot_1958_b_fk__3-082.jp2/_view,prot-1958--fk
prot-1958-a-fk--8,i-1983NMnq2Sx1r3rdgxBEz,,,"Vid den tidpunkten var herr Mannerskantz av skiljaktig mening. Han reserverade sig mot den delen i utskottets utlåtande och säger beträffande dessa delar: »Även i övrigt är samordningen ur skilda synpunkter förenad med så stora fördelar, att det icke bör ifrågakomma att göra något avsteg från denna för sjukoch — yrkesskadeförsäkringarna grundläggande princip. Då ett införande",https://betalab.kb.se/prot-1958-a-fk--8/prot_1958_a_fk__8-062.jp2/_view,prot-1958--fk
prot-1958-a-ak--7,i-11yEFpDaLdBsHjMjwVHQR,,,"Beträffande departementschefens ställningstagande vill jag säga, att jag har den största respekt för hans omdöme i denna fråga. Uppenbarligen har dock departementschefen gjort sig skyldig till samma misstag som herr Åkerström gjorde sig skyldig till i dag: Han tar för lätt på uppgifterna. De uppgifter vi har där uppe i samband med regleringen av Lule älv är så stora, att vi absolut inte får lägga oss på sängen",https://betalab.kb.se/prot-1958-a-ak--7/prot_1958_a_ak__7-060.jp2/_view,prot-1958--ak
prot-1958-b-ak--1,i-112V9HkvxxQMT1x5tmfSpE,,,73,https://betalab.kb.se/prot-1958-b-ak--1/prot_1958_b_ak__1-004.jp2/_view,prot-1958--ak
prot-1958-a-ak--6,i-112ZPBzbDp7AypcbP59xXB,,,86,https://betalab.kb.se/prot-1958-a-ak--6/prot_1958_a_ak__6-006.jp2/_view,prot-1958--ak
prot-1959--fk--19,i-112KmS6qfmjyE4csKzpL5D,,,Måndagen den 25 maj 1959,https://betalab.kb.se/prot-1959--fk--19/prot_1959__fk__19-042.jp2/_view,prot-1959--fk
prot-1959--fk--2,i-112Vg9jZVzvkDRhT3Gictn,,,Statsverkspropositionen m. m.,https://betalab.kb.se/prot-1959--fk--2/prot_1959__fk__2-136.jp2/_view,prot-1959--fk
prot-1959--fk--21,i-136DQQgrZwvku1XEpwUW9,,,Ja;,https://betalab.kb.se/prot-1959--fk--21/prot_1959__fk__21-061.jp2/_view,prot-1959--fk
prot-1959--ak--16,i-11u1dpKN86quS3Y7qG77E,,,"Är detta ett så strålande resultat att vi skulle kunna sätta oss ned och vara nöjda? Nej, jag tror det är skäl att säga att det inte förhåller sig så. Tilläggspensioneringen kommer att lösa en rad av dessa problem, och utan tilläggspensionen är folkpensionen inte tillräcklig — de är två delar av samma system. Säger man nej till den ena delen, säger man också nej till den rimliga utveckling som bör ske på området.",https://betalab.kb.se/prot-1959--ak--16/prot_1959__ak__16-176.jp2/_view,prot-1959--ak
prot-1959--ak--19,i-13F6Q4CmijMmYXK5zepW5,,,"Om läkemedelsreformen är bara att säga, att jag hoppas att det förslag vi kan förvänta utformas så, att man ger verklig hjälp åt dem som behöver hjälp. Det här förslaget om höjning av karensbeloppet från 3 till 5 kronor inverkar på sitt sätt försämrande på förmånerna för dem som nödgas köpa läkemedel kanske två gånger i månaden; inte nog med att de får betala karensbeloppet, utan dessutom skall de betala 50 procent av kostnaden. Jag väntar mig en radikal omläggning av läkemedelsreformen som på ett helt annat sätt än nu tillgodoser de behov som vi avser att tillgodose.",https://betalab.kb.se/prot-1959--ak--19/prot_1959__ak__19-017.jp2/_view,prot-1959--ak
prot-1959--ak--7,i-15cAmnCx21cPD7izqZPoV,,,"statsutskottets hemställan i punkten 16:0) i utskottets utlåtande nr 5, röstar Ja; Den, det ej vill, röstar Nej;",https://betalab.kb.se/prot-1959--ak--7/prot_1959__ak__7-130.jp2/_view,prot-1959--ak
prot-1960--fk--20,i-11Yff16szKmyELvdxe61c,,,"Enligt mitt sätt att se — och jag vet att den synen delas av många här i Stockholm — borde en så vittsyftande utredning i möjligaste mån grundas på den förväntade regionala studentproduktionen i slutet av det här årtiondet och i början av nästa årtionde. Det är naturligtvis svårt att göra en sådan beräkning, men vi har kommit rätt långt i prognostänkande, och det finns grundvalar i form av skolöverstyrelsens gymnasieutredning och en hel mängd på olika områden utförda befolkningsprognoser.",https://betalab.kb.se/prot-1960--fk--20/prot_1960__fk__20-050.jp2/_view,prot-1960--fk
prot-1960--fk--12,i-16iiX412EtmXKEotrWyN5,,,"Vinner Nej, antages det förslag, som innefattas i den vid betänkandet avgivna reservationen.",https://betalab.kb.se/prot-1960--fk--12/prot_1960__fk__12-084.jp2/_view,prot-1960--fk
prot-1960-höst-fk--29,i-19M3iBaGz5S7Uc4kVyRb9,,,"Om jag sedan övergår till propositionen och den reservation som jag och en del andra ledamöter i riksdagens båda kamrar står för, så skulle jag till en början vilja konstatera att det är uppenbart för samtliga reservanter, att en modernisering och effektivisering av Karlskronavarvet är i hög grad påkallat. Emellertid har tidigare tvenne utredningar arbetat med det här spörsmålet, och de har kommit fram till uppfattningen att varvet inte är lämpligt för civil produktion. Här står emot varandra å ena sidan behovet av att någonting göres och å andra sidan dessa tvenne utredningars omdöme, att varvet inte lämpar sig för en civil produktion. Det är sålunda ett besvärligt läge vi har att bedöma.",https://betalab.kb.se/prot-1960-höst-fk--29/prot_1960_höst_fk__29-048.jp2/_view,prot-1960--fk
prot-1960--ak--2,i-112bQoc6kZSbdhFTiCJGdh,,,In fidem Sune K. Johansson,https://betalab.kb.se/prot-1960--ak--2/prot_1960__ak__2-253.jp2/_view,prot-1960--ak
prot-1960-höst-ak--28,i-12zFHcy3MC2x7hoqNn9mT,,,Tisdagen den 29 november,https://betalab.kb.se/prot-1960-höst-ak--28/prot_1960_höst_ak__28-000.jp2/_view,prot-1960--ak
prot-1960--ak--16,i-157DshXZcnHvZwqvS8RFw,,,"Under den tid som gått har också motionens yrkande ändrats ganska väsentligt. Från början gick yrkandet ut på att tiden för lagens tillämpning skulle framflyttas till år 1925. Sedermera ville man ha tidpunkten framflyttad till år 1928 och år 1930. I den senast föreliggande motionen yrkas att tiden skulle framflyttas ända till år 1940. Jag antar att det är riktigt vad lantmäteristyrelsen i sitt yttrande säger om att bostadsbyggnader för helårsbruk, uppförda på ofri grund, knappast tillkommit i någon större omfattning så sent som under slutet av 1930-talet.",https://betalab.kb.se/prot-1960--ak--16/prot_1960__ak__16-211.jp2/_view,prot-1960--ak
prot-1961--fk--21,i-11Bi2pMj2H1m1Lfwpiqqi,,,Ang. socialförsäkringens organisation,https://betalab.kb.se/prot-1961--fk--21/prot_1961__fk__21-044.jp2/_view,prot-1961--fk
prot-1961--fk--14,i-11bZdFrds68WFpqKndq9P,,,"att riksdagen i skrivelse till Kungl. Maj:t måtte anhålla, att frågorna om förstärkning och utvidgning av förbättringslåneverksamheten och införande av inkomstprövat stöd vid egnahemsbyggande måtte prövas i enlighet med vad i motionerna anförts.",https://betalab.kb.se/prot-1961--fk--14/prot_1961__fk__14-119.jp2/_view,prot-1961--fk
prot-1961--fk--7,i-13E4FXX687PdBtQmb39GQ,,,Om höjning av folkpensionerna,https://betalab.kb.se/prot-1961--fk--7/prot_1961__fk__7-026.jp2/_view,prot-1961--fk
prot-1961--ak--4,i-11LqJu34W6JrvcHRnQrpv,,,"nr 525, av herr Allard, om pension till fru Elsa Setterquist,",https://betalab.kb.se/prot-1961--ak--4/prot_1961__ak__4-011.jp2/_view,prot-1961--ak
prot-1961--ak--3,i-13eg9724ZPsLvXNvPnuEa,,,"Den rörelse jag tillhör, broderskapsrörelsen, har sett som sin uppgift att snabbt få till stånd en omfattande planering för att pröva, värdera och tidsbestämma alla de olika initiativ som kommer fram. Vårt mål är att efter en lämplig tid åstadkomma en insats från svensk sida på 1 procent av nationalinkomsten.",https://betalab.kb.se/prot-1961--ak--3/prot_1961__ak__3-112.jp2/_view,prot-1961--ak
prot-1961-höst-ak--27,i-15U8WQ1mx8rbNen72xYpm,,,"Herr talman! Jag tillåter mig också att säga några ord i frågan om de återupptagna atombombsproven. Det stora pådrag som gjorts i denna fråga från borgerligt och i inte obetydlig utsträckning från socialdemokratiskt håll mot Sovjetunionen ger ett starkt intryck av hyckleri. Naturligtvis finns det massor av människor, som i sin allmänna fruktan för det nya förstöringsmedlet dras med i den ensidiga kampanjen mot Sovjetunionen. Men kampanjens bakblåsare består i betydande utsträckning av medvetna sovjetfiender, som begagnar varje tillfälle att rikta en stöt mot Soyjetstaten och övriga folkmaktens länder.",https://betalab.kb.se/prot-1961-höst-ak--27/prot_1961_höst_ak__27-091.jp2/_view,prot-1961--ak
prot-1962--fk--23,i-17WZeBV3E7EktUpDdFVXp,,,"Ang. teckning av aktier i Aktiebolaget Statens skogsindustrier, m. m.",https://betalab.kb.se/prot-1962--fk--23/prot_1962__fk__23-088.jp2/_view,prot-1962--fk
prot-1962--fk--10,i-18PXWDZJEavPjD5x7u3u5,,,"Skogskontot är en värdefull hjälp, alldeles särskilt för de medelstora och stora skogsägarna, då det gäller en utjämning av skatterna. Det är inte tu tal om annat än att de mindre skogsägarna i regel har betydligt mindre möjligheter att utnyttja sådana konton, då minimigränsen för insättning på konto satts så pass högt som till 2 000 kronor. Från förädlingsindustriens sida stimulerar man ju nu för tiden skogsägarna till egna avverkningar, av s. k. leveransvirke. Försäljning av sådana sortiment måste som här tidigare framhållits uppgå till minst 2000 kronor för att insättning på kontot skall kunna ske. 60 procent av försäljningssumman skall emellertid bli föremål för beskattning redan året efter det att försäljningen ägt rum. De återstående 40 procenten kan alltså överföras till skogskontot, dock lägst 2 000 kronor.",https://betalab.kb.se/prot-1962--fk--10/prot_1962__fk__10-044.jp2/_view,prot-1962--fk
prot-1962--fk--21,i-1DBQt3n36MrkGq5HJABgp,,,Ja — 68; Nej — 57.,https://betalab.kb.se/prot-1962--fk--21/prot_1962__fk__21-051.jp2/_view,prot-1962--fk
prot-1962--ak--24,i-11mR4nkhMQyLMxzjCLbjC,,,"Herr Nilsson i Tvärålund säger att man också inom centerpartiet vill höja ortsavdragen men att det inte är möjligt att göra det just nu. Ja, det finns som bekant ett spanskt ord mafinana som betyder i morgon och som brukar använ-",https://betalab.kb.se/prot-1962--ak--24/prot_1962__ak__24-099.jp2/_view,prot-1962--ak
prot-1962--ak--6,i-1122FcPvnsC2yNDPrMdSm9,,,"danska tilläggsavgifterna utan att detta tvärtom påtalats av våra förhandlare och myndigheter. Framställningarna måste dock ha varit av ganska vag karaktär, alldenstund Danmark inte kunnat förmås att helt ta bort den olikhet i belastningar som här förelegat och föreligger.",https://betalab.kb.se/prot-1962--ak--6/prot_1962__ak__6-047.jp2/_view,prot-1962--ak
prot-1962--ak--8,i-112SmtZEQrJcHZMPgQx7dv,,,"De villkor, som regeringen med stöd av de i utrikesnämnden företrädda partierna uppställt för att Sverige skall kunna ingå i en kärnvapenfri zon, förut-",https://betalab.kb.se/prot-1962--ak--8/prot_1962__ak__8-012.jp2/_view,prot-1962--ak
prot-1963--fk--2,i-1A8KEYwfN2ApYHinGMkWw,,,Samtliga avgjorda ärenden,https://betalab.kb.se/prot-1963--fk--2/prot_1963__fk__2-000.jp2/_view,prot-1963--fk
