protocol_id,elem_id,speaker_name,speaker_i_ort,speaker_party,speaker_born,speaker_wiki_id,comments,text,link,Resposibility
prot-1962--ak--23,i-KYeeNT3HaYtRiycDHupL8q,Thorbjörn Fälldin,Fälldin i Ramvik,c,1926-04-24 00:00:00,Q53721,,Herr FÄLLDIN (cp) kort genmäle:,https://betalab.kb.se/prot-1962--ak--23/prot_1962__ak__23-171.jp2/_view,Fredrik
prot-1963-höst-fk--37,i-T89N6mfrFF6HNSoMt6y5W9,Gustaf Sundelin,Sundelin i Fellingsbro,fp,5 September 1890,Q6195774,,Härefter yttrade herr TALMANNEN:,https://betalab.kb.se/prot-1963-höst-fk--37/prot_1963_höst_fk__37-074.jp2/_view,Fredrik
prot-1963--fk--14,i-T9qbyKybR6JqwLNJC91Mpo,Axel Strand,Strand i Stockholm,s,13 November 1893,Q4830361,"OCR error, correct intro: ""Herr förste vice talmannen STRAND (s):""",Herr förste vice talmannen STRAND (Sju,https://betalab.kb.se/prot-1963--fk--14/prot_1963__fk__14-186.jp2/_view,Fredrik
prot-1963--fk--14,i-TBAGjzsc5yooZ5XWZCV5wA,Gunnar Sträng,Sträng i Spånga,s,1906-12-23 00:00:00,Q354112,,Herr statsrådet STRÄNG:,https://betalab.kb.se/prot-1963--fk--14/prot_1963__fk__14-167.jp2/_view,Fredrik
prot-1963--ak--4,i-JhVZPQ3WMeLzBT3zdnDZDK,Jan-Ivan Nilsson,Nilsson i Tvärålund,bf/c,14 March 1924,Q6010633,,Herr NILSSON i Tvärålund (cp):,https://betalab.kb.se/prot-1963--ak--4/prot_1963__ak__4-049.jp2/_view,Fredrik
prot-1963-höst-ak--30,i-JiH22TBAPLqEM2pA1jTutV,Lars Eliasson,Eliasson i Sundborn,bf/c,1914-12-08 00:00:00,Q5708826,,Herr ELIASSON i Sundborn (cp) kort genmäle:,https://betalab.kb.se/prot-1963-höst-ak--30/prot_1963_höst_ak__30-116.jp2/_view,Fredrik
prot-1963--ak--14,i-JiShL2s7yNyASGSwVRwmAU,Sven Aspling,Aspling i Sundbyberg,s,1912-08-28 00:00:00,Q5561426,,"Chefen för socialdepartementet, herr statsrådet ASPLING, som yttrade:",https://betalab.kb.se/prot-1963--ak--14/prot_1963__ak__14-190.jp2/_view,Fredrik
prot-1964-höst-fk--41,i-N6GC558n96gTBpkgMsjnaT,Gunnar Wallmark,Wallmark i Södertälje,h/m,22 May 1917,Q6231399,,Herr WALLMARK (h) kort genmäle:,https://betalab.kb.se/prot-1964-höst-fk--41/prot_1964_höst_fk__41-107.jp2/_view,Fredrik
prot-1964--fk--25,i-N7YCNmgA9uj2wKahc9CNTq,Gunnar Edström,Edström i Lund,fp,1 June 1898,Q5627416,,Herr EDSTRÖM (fp):,https://betalab.kb.se/prot-1964--fk--25/prot_1964__fk__25-029.jp2/_view,Fredrik
prot-1964--fk--20,i-N87Hamn81bp5VRFpn4fsej,Axel Andersson,Andersson i Örnsköldsvik,fp,11 November 1899,Q5554059,"OCR error, correct intro: ""Herr ANDERSSON, AXEL JOHANNES, (fp):""","Herr ANDERSSON, AXEL JOHAN- NES, (fp):",https://betalab.kb.se/prot-1964--fk--20/prot_1964__fk__20-022.jp2/_view,Fredrik
prot-1964--ak--19,i-FE5KzGx1sNTvqE2bzPYUeb,Brita Elmén,Elmén i Göteborg,fp,9 March 1900,Q4946541,,Fröken ELMÉN (fp):,https://betalab.kb.se/prot-1964--ak--19/prot_1964__ak__19-038.jp2/_view,Fredrik
prot-1964-höst-ak--37,i-FEAv6T7aYQ8X3Aj9fNZtz9,Gösta Skoglund,Skoglund i Umeå,s,1903-04-29 00:00:00,Q6180013,,"Chefen för kommunikationsdepartementet, herr statsrådet SKOGLUND, som yttrade:",https://betalab.kb.se/prot-1964-höst-ak--37/prot_1964_höst_ak__37-105.jp2/_view,Fredrik
prot-1964--ak--24,i-FFVpE2bC7Yvstxacr9zQYu,Eric Holmqvist,"Holmqvist i Malmö, Holmqvist i Kallhäll",s,2 February 1917,Q2345137,,"Chefen för jordbruksdepartementet, herr statsrådet HOLMQVIST:",https://betalab.kb.se/prot-1964--ak--24/prot_1964__ak__24-056.jp2/_view,Fredrik
prot-1965-höst-fk--35,i-RvZZpxp8RY6M9VVVMsDufE,Lisa Mattson,Mattson i Göteborg,s,"
18 April 1918",Q4966432,,Fröken MATTSON (s) kort genmäle:,https://betalab.kb.se/prot-1965-höst-fk--35/prot_1965_höst_fk__35-040.jp2/_view,Fredrik
prot-1965--fk--22,i-Rvz2BQwLCP8GKZsT7uPNNK,Henrik Åkerlund,Åkerlund i Lidingö,h/m,1914-09-28 00:00:00,Q6255268,,Herr ÅKERLUND (h):,https://betalab.kb.se/prot-1965--fk--22/prot_1965__fk__22-063.jp2/_view,Fredrik
prot-1965--fk--28,i-RwUGRyzDqPUENWjxSxhJkJ,Lage Svedberg,Svedberg i Burträsk,s,12 February 1901,Q6197685,,"Herr SVEDBERG, LAGE, (s):",https://betalab.kb.se/prot-1965--fk--28/prot_1965__fk__28-070.jp2/_view,Fredrik
prot-1965-höst-ak--37,i-EjzfE5XuDd5x5AN6ntwL4v,Sten Sjöholm ,Sjöholm i Helsingborg,fp,1917-04-29 00:00:00,Q6178706,,Herr SJÖHOLM (fp):,https://betalab.kb.se/prot-1965-höst-ak--37/prot_1965_höst_ak__37-009.jp2/_view,Fredrik
prot-1965-höst-ak--36,i-EkJ5kaCgwhNnKMAhDT7nAh,Manne Ståhl,Ståhl i Karlstad,fp,15 January 1901,Q6194224,,Herr STÅHL (fp):,https://betalab.kb.se/prot-1965-höst-ak--36/prot_1965_höst_ak__36-050.jp2/_view,Fredrik
prot-1965--ak--4,i-EkYzFpUdSUezsvdXhLfEFf,Ove Nordstrandh,Nordstrandh i Göteborg,h/m,1912-04-16 00:00:00,Q6016028,,Herr NORDSTRANDH (h) kort genmäle:,https://betalab.kb.se/prot-1965--ak--4/prot_1965__ak__4-065.jp2/_view,Fredrik
prot-1966-höst-fk--39,i-PqNaAjapB3d91NsHXGoAsD,Yngve Holmberg,Holmberg i Stockholm,h/m,21 March 1925,Q3374305,,Herr HOLMBERG (h) kort genmäle:,https://betalab.kb.se/prot-1966-höst-fk--39/prot_1966_höst_fk__39-066.jp2/_view,Fredrik
prot-1966-höst-fk--34,i-PqQ4L8c1NhdaR2YafsbUCo,Lennart Geijer,Geijer i Stockholm,s,1909-09-14 00:00:00,Q2130664,,"Herr GEIJER, LENNART, (s):",https://betalab.kb.se/prot-1966-höst-fk--34/prot_1966_höst_fk__34-050.jp2/_view,Fredrik
prot-1966--fk--17,i-PqTkjjJNCz9N23r1vhUrf7,Birger Lundström,Lundström i Bromma,fp,22 February 1904,Q5967746,,Herr LUNDSTRÖM (fp):,https://betalab.kb.se/prot-1966--fk--17/prot_1966__fk__17-070.jp2/_view,Fredrik
prot-1966-höst-ak--35,i-DiDGzgqwFRCeUx9EuuPxyt,Cecilia Nettelbrandt ,Nettelbrandt i Solna,fp,27 June 1922,Q4969234,,Fru NETTELBRANDT (fp):,https://betalab.kb.se/prot-1966-höst-ak--35/prot_1966_höst_ak__35-044.jp2/_view,Fredrik
prot-1966--ak--17,i-DiQaMStmi53KYza21CFb8y,Erik Tobé,Tobé i Uppsala,fp,1907-08-09 00:00:00,Q6212168,"OCR error, correct intro: ""Herr TOBÉ (fp):""",Herr TOBE (fp):,https://betalab.kb.se/prot-1966--ak--17/prot_1966__ak__17-112.jp2/_view,Fredrik
prot-1966--ak--18,i-DiRzMB6w4278o1VtdqHFKM,Bertil Rubin,Rubin i Malmö,"mbs, c",9 October 1922,Q6082237,,Herr RUBIN (mbs):,https://betalab.kb.se/prot-1966--ak--18/prot_1966__ak__18-083.jp2/_view,Fredrik
prot-1967--fk--14,i-KuLbzZRJZ8SY1pqEuaLG4L,Herbert Larsson,Larsson i Vänersborg,s,2 February 1909,Q5937667,,"Herr LARSSON, HERBERT, (s) kort genmäle:",https://betalab.kb.se/prot-1967--fk--14/prot_1967__fk__14-052.jp2/_view,Fredrik
prot-1967--fk--8,i-Kv1FKqVf9yGQtJtc1MPLPJ,Einar Eriksson,Eriksson i Uppsala,s,1905-12-10 00:00:00,Q5716251,,"Herr ERIKSSON, EINAR, (s) kort genmäle:",https://betalab.kb.se/prot-1967--fk--8/prot_1967__fk__8-048.jp2/_view,Fredrik
prot-1967-höst-fk--40,i-Kv2BNkCQFKSHMZe4jJY3MQ,Arne Geijer,Geijer i Bromma,s,7 May 1910,Q4794565,,"Herr GEIJER, ARNE, (s):",https://betalab.kb.se/prot-1967-höst-fk--40/prot_1967_höst_fk__40-053.jp2/_view,Fredrik
prot-1967--ak--15,i-ByefHgeQx5CRuWy9R2bRZT,Karin Wetterström,Wetterström i Linköping,h/m,27 March 1908,Q4990401,,Fröken WETTERSTRÖM (h):,https://betalab.kb.se/prot-1967--ak--15/prot_1967__ak__15-025.jp2/_view,Fredrik
prot-1967--ak--19,i-ByoCk233fL8K8vSdZBTe13,Henning Gustafsson,Gustafsson i Skellefteå,fp,9 March 1900,Q5777728,,Herr GUSTAFSSON i Skellefteå (fp):,https://betalab.kb.se/prot-1967--ak--19/prot_1967__ak__19-046.jp2/_view,Fredrik
prot-1967-höst-ak--39,i-BzDmvmuQKxk8pTb8LU1mxN,Sten Sjöholm ,Sjöholm i Helsingborg,fp,1917-04-29 00:00:00,Q6178706,,Herr SJÖHOLM (fp):,https://betalab.kb.se/prot-1967-höst-ak--39/prot_1967_höst_ak__39-011.jp2/_view,Fredrik
prot-1968--fk--13,i-KYdb5p7UU4MTXPRwrrktUi,Birger Lundström,Lundström i Bromma,fp,22 February 1904,Q5967746,,Herr LUNDSTRÖM (fp):,https://betalab.kb.se/prot-1968--fk--13/prot_1968__fk__13-109.jp2/_view,Fredrik
prot-1968--fk--21,i-KZQNozufsAkNB9KqBfWnFp,Lars Schött,Schött i Kalmar,h/m,1911-12-14 00:00:00,Q6170780,,Herr SCHÖTT (h) kort genmäle:,https://betalab.kb.se/prot-1968--fk--21/prot_1968__fk__21-063.jp2/_view,Fredrik
prot-1968-höst-ak--45,i-CwQ4VjVgbUMeeYREwiUmUG,Eric Holmqvist,"Holmqvist i Malmö, Holmqvist i Kallhäll",s,2 February 1917,Q2345137,,"Chefen för jordbruksdepartementet, herr statsrådet HOLMQVIST:",https://betalab.kb.se/prot-1968-höst-ak--45/prot_1968_höst_ak__45-015.jp2/_view,Fredrik
prot-1968--ak--26,i-CwWwjMKFKByGRL7Ma9NYqF,Hans Hagnell ,"Hagnell i Enskede, Hagnell i Bandhagen, Hagnell i Vällingby",s,1919-12-15 00:00:00,Q5782706,,Herr HAGNELL (s) kort genmäle:,https://betalab.kb.se/prot-1968--ak--26/prot_1968__ak__26-073.jp2/_view,Fredrik
prot-1968--ak--14,i-CwmbjgyCqVdCne2VqPbwEf,Svante Lundkvist,Lundkvist i Eskilstuna,s,20 July 1919,Q5967249,,"Chefen för kommunikationsdepartementet, herr statsrådet LUNDKVIST, som yttrade:",https://betalab.kb.se/prot-1968--ak--14/prot_1968__ak__14-079.jp2/_view,Fredrik
prot-1969-höst-fk--42,i-M6tZiM1NPWdj2nnR5jPJ41,Bo Skårman ,Skårman i Alingsås,fp,1908-09-19 00:00:00,Q6180594,,Herr SKÅRMAN (fp) kort genmäle:,https://betalab.kb.se/prot-1969-höst-fk--42/prot_1969_höst_fk__42-032.jp2/_view,Fredrik
prot-1969--fk--29,i-M9U8eLESsTcWTqunE4VbbQ,Tage Larfors,Larfors i Katrineholm,s,1913-04-06 00:00:00,Q5935863,,Herr LARFORS (s):,https://betalab.kb.se/prot-1969--fk--29/prot_1969__fk__29-065.jp2/_view,Fredrik
prot-1969-höst-fk--43,i-M9ba2itTg9H9gBXgRNWSLk,Axel Strand,Strand i Stockholm,s,13 November 1893,Q4830361,,Herr förste vice talmannen STRAND (s):,https://betalab.kb.se/prot-1969-höst-fk--43/prot_1969_höst_fk__43-074.jp2/_view,Fredrik
prot-1969-höst-ak--41,i-Bxkwvv4hEsCJRvnF2iotF8,Einar Henningsson,Henningsson i Helsingborg,s,1907-12-12 00:00:00,Q5800971,,Herr HENNINGSSON (s):,https://betalab.kb.se/prot-1969-höst-ak--41/prot_1969_höst_ak__41-081.jp2/_view,Fredrik
prot-1969-höst-ak--37,i-BxohFK5HYPL4mz6KgueYbK,Gunnar Sträng,Sträng i Spånga,s,1906-12-23 00:00:00,Q354112,,"Chefen för finansdepartementet, herr statsrådet STRÄNG:",https://betalab.kb.se/prot-1969-höst-ak--37/prot_1969_höst_ak__37-098.jp2/_view,Fredrik
prot-1969--ak--26,i-BzMQktyEj5YRmagzV2Yk2i,Erik Brandt,Brandt i Aspabruk,s,1905-09-28 00:00:00,Q5584928,,Herr BRANDT (s):,https://betalab.kb.se/prot-1969--ak--26/prot_1969__ak__26-026.jp2/_view,Fredrik
prot-1970--fk--22,i-KxoMiRD8upSAH6Tom6y6DM,Kaj Björk,"Björk i Skärholmen, Björk i Göteborg",s,1918-12-25 00:00:00,Q5577506,,Herr BJÖRK (s) kort genmäle:,https://betalab.kb.se/prot-1970--fk--22/prot_1970__fk__22-075.jp2/_view,Fredrik
prot-1970-höst-fk--39,i-KyF6GpULkPuo3B4Cp2spim,Erik Wärnberg,Wärnberg i Opphem,s,20 May 1919,Q6248237,,Herr WÄRNBERG (s):,https://betalab.kb.se/prot-1970-höst-fk--39/prot_1970_höst_fk__39-063.jp2/_view,Fredrik
prot-1970--fk--12,i-KynofEoC2SqKxDzqFQu68w,Bengt Norling,Norling i Sollentuna,s,12 January 1925,Q6017016,,"Herr statsrådet och chefen för kommunikationsdepartementet NORLING erhöll ordet för att besvara herr Richardsons (fp) fråga om hänsyn till den regionalpolitiska målsättningen vid lösandet av trafikfrågorna i Skaraborgs län, vilken fråga intagits i kammarens protokoll för den 4 mars, och yttrade:",https://betalab.kb.se/prot-1970--fk--12/prot_1970__fk__12-005.jp2/_view,Fredrik
prot-1970--ak--18,i-Cp3gYmGZPQd2GmXWpTyHL3,Erik Glimnér,Glimnér i Arkösund,c,8 July 1914,Q5388596,,Herr GLIMNÉR (cp):,https://betalab.kb.se/prot-1970--ak--18/prot_1970__ak__18-022.jp2/_view,Fredrik
prot-1970--ak--3,i-CpJ1kLJz6L8dSvA9qLEH3n,Karl-Erik Strömberg,"Strömberg i Botkyrka, Strömberg i Tumba",fp,23 June 1926,Q6193327,,Herr STRÖMBERG (fp):,https://betalab.kb.se/prot-1970--ak--3/prot_1970__ak__3-152.jp2/_view,Fredrik
prot-1970--ak--26,i-CpRmC1WX5qswATndCiqkP9,Olle Westberg,Westberg i Ljusdal,fp,3 October 1911,Q6237325,,Herr WESTBERG i Ljusdal (fp) kort genmäle:,https://betalab.kb.se/prot-1970--ak--26/prot_1970__ak__26-115.jp2/_view,Fredrik
prot-1971--87,i-9UeWeYxNxuWejyNYDGhmoB,Ingegärd Frænkel,Fraenkel i Göteborg,fp,2 July 1913,Q4988501,"OCR error, correct intro: ""Fru FRÆNKEL (fp):""",Fru FRAENKEL (fp):,https://betalab.kb.se/prot-1971--87/prot_1971__87-041.jp2/_view,Fredrik
prot-1971--77,i-9UvrYFipK7xvvLAat3GM89,John Eriksson,Eriksson i Bäckmora,c,1915-09-07 00:00:00,Q5716662,,Herr ERIKSSON i Bäckmora (c):,https://betalab.kb.se/prot-1971--77/prot_1971__77-044.jp2/_view,Fredrik
prot-1971--41,i-9VbqDBAhYH8XWWPugCJRtS,Eric Holmqvist,"Holmqvist i Malmö, Holmqvist i Kallhäll",s,2 February 1917,Q2345137,,Herr inrikesministern HOLMQVIST:,https://betalab.kb.se/prot-1971--41/prot_1971__41-084.jp2/_view,Fredrik
prot-1972--84,i-8o55tgnLTo5D9GGovq83sA,Krister Wickman ,Wickman i Solna,s,1924-04-13 00:00:00,Q3376192,"Merge between intro, note and margin, correct intro: ""Herr utrikesministern WICKMAN erhöll ordet för att besvara herr Hermanssons (vpk) i kammarens protokoll för den 9 maj intagna fråga, nr 204, och anförde:""","Krk NGN Tisdagen den S 23 maj 1972 Herr utrikesministern WICKMAN erhöll ordet för att besvara herr nn Hermanssons (vpk) i kammarens protokoll för den 9 maj intagna fråga, nr Om erkännande er 204, och anförde:",https://betalab.kb.se/prot-1972--84/prot_1972__84-016.jp2/_view,Fredrik
prot-1972--143,i-8oAdfUe6VgaLp211dmoBNv,Tage Adolfsson,Adolfsson i Västerås,m,"
3 August 1920",Q5543002,,Herr ADOLFSSON (m):,https://betalab.kb.se/prot-1972--143/prot_1972__143-023.jp2/_view,Fredrik
prot-1972--93,i-8oFRk1yE4Wnm5HFVpivn5J,Gösta Bohman,Bohman i Stockholm,h/m,15 January 1911,Q263366,,Herr BOHMAN (m) kort genmäle:,https://betalab.kb.se/prot-1972--93/prot_1972__93-101.jp2/_view,Fredrik
prot-1973--35,i-9GqAfPfVGfctVhwU6NTRL7,Lars Gustafsson ,Gustafsson i Barkarby,s,18 June 1925,Q5777857,,Herr GUSTAFSSON i Barkarby (s):,https://betalab.kb.se/prot-1973--35/prot_1973__35-009.jp2/_view,Fredrik
prot-1973--60,i-9GsVc2kpaSNqkwoEo57Vb8,Mac Hamrin,Hamrin i Kalmar,fp,1910-12-05 00:00:00,Q5787435,,Herr HAMRIN (fp) kort genmäle:,https://betalab.kb.se/prot-1973--60/prot_1973__60-088.jp2/_view,Fredrik
prot-1973--94,i-9HSfLbyrGUXLPArFUkyHVo,Karl Erik Eriksson,Eriksson i Arvika,fp,30 March 1925,Q5716747,,Herr ERIKSSON i Arvika (fp) kort genmäle:,https://betalab.kb.se/prot-1973--94/prot_1973__94-092.jp2/_view,Fredrik
prot-1974--117,i-A6sDnZQHQYHMSN5KT1uApW,Lars Ulander,Ulander i Farsta,s,17 March 1934,Q6219067,,Herr ULANDER (s) kort genmäle:,https://betalab.kb.se/prot-1974--117/prot_1974__117-066.jp2/_view,Fredrik
prot-1974--96,i-A6ueicbE8A3MPqYcpxG3hQ,Allan Åkerlind,Åkerlind i Knutby,m,1928-11-19 00:00:00,Q6255205,,Herr ÅKERLIND (m):,https://betalab.kb.se/prot-1974--96/prot_1974__96-048.jp2/_view,Fredrik
prot-1974--97,i-A71FSiPjcNfAQZgKcZBxTn,Gunnar Sträng,Sträng i Spånga,s,1906-12-23 00:00:00,Q354112,,Herr finansministern STRÄNG:,https://betalab.kb.se/prot-1974--97/prot_1974__97-051.jp2/_view,Fredrik
prot-1975--19,i-AQKMZWWqBTP2Epjm4x8gdt,Eric Enlund,Enlund i Runhällen,fp,1918-04-09 00:00:00,Q5713444,,Herr ENLUND (fp):,https://betalab.kb.se/prot-1975--19/prot_1975__19-021.jp2/_view,Fredrik
prot-1975--49,i-AQKsw2wqyfshkCsQcce4mw,Sven Gustafson,Gustafson i Göteborg,fp,1911-11-08 00:00:00,Q5777440,,Herr SVEN GUSTAFSON i Göteborg (fp) kort genmäle:,https://betalab.kb.se/prot-1975--49/prot_1975__49-009.jp2/_view,Fredrik
prot-197677--32,i-YapHyj1fgU2BUJU3V4JQdE,Hilding Johansson ,Johansson i Trollhättan,s,2 February 1915,Q5886301,,Herr JOHANSSON i Trollhättan (s):,https://betalab.kb.se/prot-197677--32/prot_197677__32-011.jp2/_view,Fredrik
prot-197778--46,i-KbF13Le61wA9z4pa24pxBC,Bo Turesson ,Turesson i Mora,m,4 June 1914,Q6216923,,Kommunikationsministern BO TURESSON:,https://betalab.kb.se/prot-197778--46/prot_197778__46-056.jp2/_view,Fredrik
prot-197778--37,i-KbQoHHKGeMekcasqPkbDcV,Martin Olsson,Olsson i Sundsvall,c,1932-04-10 00:00:00,Q6027471,,MARTIN OLSSON t(c):,https://betalab.kb.se/prot-197778--37/prot_197778__37-046.jp2/_view,Fredrik
prot-197778--43,i-KbS1oFWZFUaHbmCDyaLK6J,Kjell A. Mattsson ,Mattsson i Skee,c,21 February 1930 ,Q5980017,,KJELL MATTSSON (c) kort genmäle:,https://betalab.kb.se/prot-197778--43/prot_197778__43-055.jp2/_view,Fredrik
prot-197879--49,i-JB2PrpNdVqcboTRZRK36Hw,Oswald Söderqvist,Söderqvist i Uppsala,vpk,1928-11-17 00:00:00,Q21733317,"Merge between intro and margin, correct intro: ""OSWALD SÖDERQVIST (vpk):""",Nr 49 OSWALD SÖDERQVIST (vpk):,https://betalab.kb.se/prot-197879--49/prot_197879__49-037.jp2/_view,Fredrik
prot-197879--21,i-JBh1gd8wkWGsTAk6YwyQvc,Olof Palme,"Palme i Vällingby, Palme i Stockholm",s,30 January 1927,Q53713,,OLOF PALME (s) kort genmäle:,https://betalab.kb.se/prot-197879--21/prot_197879__21-043.jp2/_view,Fredrik
prot-197980--26,i-KN9i2JdmuaMauzE6fuMkjL,Pär Granstedt,Granstedt i Järna,c,19 October 1945,Q5768614,,PÄR GRANSTEDT (c):,https://betalab.kb.se/prot-197980--26/prot_197980__26-021.jp2/_view,Fredrik
prot-197980--26,i-KNAJTe6eFa9KBMiW88w5R7,Göthe Knutson,Knutson i Karlstad,m,17 October 1932,Q5915963,,GÖTHE KNUTSON (m):,https://betalab.kb.se/prot-197980--26/prot_197980__26-081.jp2/_view,Fredrik
prot-198081--46,i-Hg96JiL78qgtQzW5j8yvGd,Anders Högmark,Högmark i Växjö,m,29 October 1945,Q4753779,,Anf. 83 ANDERS HÖGMARK (m):,https://betalab.kb.se/prot-198081--46/prot_198081__46-078.jp2/_view,Fredrik
prot-198081--7,i-HgKqvrtpRRLwDWS6FwnXDW,Thage Peterson,Peterson i Nacka,s,1933-09-24 00:00:00,Q2408431,,Anf. 33 THAGE PETERSON (s):,https://betalab.kb.se/prot-198081--7/prot_198081__7-095.jp2/_view,Fredrik
prot-198081--7,i-HgYYnxP9FuMkWu9PSP74qe,Thorbjörn Fälldin,Fälldin i Ramvik,c,1926-04-24 00:00:00,Q53721,,Anf. 6 Statsministern THORBJÖRN FÄLLDIN:,https://betalab.kb.se/prot-198081--7/prot_198081__7-031.jp2/_view,Fredrik
prot-198182--30,i-HqKThTpxtHqJUa2D7NbRyD,Hans Pettersson,Pettersson i Helsingborg,s,1922-09-12 00:00:00,Q21544254,,Anf. 146 HANS PETTERSSON i Helsingborg (s):,https://betalab.kb.se/prot-198182--30/prot_198182__30-047.jp2/_view,Fredrik
prot-198182--48,i-Hqcd7Z3k2fmDyTPwCKKomd,Karin Andersson,Andersson i Stockholm,c,8 October 1918,Q1727737,,Anf. 8 Statsrådet KARIN ANDERSSON:,https://betalab.kb.se/prot-198182--48/prot_198182__48-008.jp2/_view,Fredrik
prot-198283--26,i-N8DA4TgzVMh7of3ZS7T9z9,Roine Carlsson,Carlsson i Järfälla,s,1937-12-10 00:00:00,Q5603378,,Anf. 74 Statsrådet ROINE CARLSSON:,https://betalab.kb.se/prot-198283--26/prot_198283__26-085.jp2/_view,Fredrik
prot-198283--28,i-N8hep6b2NCKaFBXrAm2if6,Lennart Blom,Blom i Stockholm,m,24 July 1925,Q5579360,,Anf. 12 LENNART BLOM (m) replik:,https://betalab.kb.se/prot-198283--28/prot_198283__28-015.jp2/_view,Fredrik
prot-198283--34,i-NABygQSn6dcKF37gDUZiVs,Gertrud Sigurdsen ,Sigurdsen i Stockholm,s,11 January 1923,Q4978577,,Anf. 56 Statsrådet GERTRUD SIGURDSEN:,https://betalab.kb.se/prot-198283--34/prot_198283__34-035.jp2/_view,Fredrik
prot-198384--9,i-GM83CrFhWYdgfFKjVy96mL,Carl-Henrik Hermansson,Hermansson i Stockholm,vpk,1917-12-14 00:00:00,Q441891,,Anf. 36 CARL-HENRIK HERMANSSON (vpk) replik:,https://betalab.kb.se/prot-198384--9/prot_198384__9-090.jp2/_view,Fredrik
prot-198384--46,i-GNm1QDUF5EMZ8rBJ4itgWQ,Lars Hedfors,Hedfors i Markaryd,s,19 March 1936 ,Q5795789,,Anf. 51 LARS HEDFORS (s):,https://betalab.kb.se/prot-198384--46/prot_198384__46-090.jp2/_view,Fredrik
prot-198485--49,i-GPkzdsW4YxeeG2nNiMRCXL,Oswald Söderqvist,Söderqvist i Uppsala,vpk,1928-11-17 00:00:00,Q21733317,,Anf. 533 OSWALD SÖDERQVIST (vpk) replik:,https://betalab.kb.se/prot-198485--49/prot_198485__49-089.jp2/_view,Fredrik
prot-198485--55,i-GQQZk1ZpiRjXRoDQaa4ze5,Karl Erik Eriksson,Eriksson i Arvika,fp,30 March 1925,Q5716747,,Anf. 88 TREDJE VICE TALMANNEN:,https://betalab.kb.se/prot-198485--55/prot_198485__55-019.jp2/_view,Fredrik
prot-198485--34,i-GQTQAKiBAQeSAYbGgRzSx3,Ingemar Hallenius ,Hallenius i Saleby,c,1924-11-02 00:00:00,Q97013187,,Anf. 67 INGEMAR HALLENIUS (c):,https://betalab.kb.se/prot-198485--34/prot_198485__34-064.jp2/_view,Fredrik
prot-198586--28,i-GmeC9v8mWboaQeQ1X5qqr6,Bengt Wittbom,Wittbom i Örebro,m,1946-12-16 00:00:00,Q6245387,,Anf. 3 BENGT WITTBOM (m):,https://betalab.kb.se/prot-198586--28/prot_198586__28-009.jp2/_view,Fredrik
prot-198586--48,i-GmusmBycojv5dukAJWSy2Q,Karl-Erik Persson,Persson i Kopparberg,vpk,21 March 1941,Q6043198,,Anf. 79 KARL-ERIK PERSSON (vpk):,https://betalab.kb.se/prot-198586--48/prot_198586__48-062.jp2/_view,Fredrik
prot-198586--32,i-Gnxoa6AbKq7A11zfjZRiDx,Håkan Strömberg,Strömberg i Vretstorp,s,20 May 1936 ,Q6193321,,Anf. 117 HÅKAN STRÖMBERG (s):,https://betalab.kb.se/prot-198586--32/prot_198586__32-011.jp2/_view,Fredrik
prot-198687--36,i-GWoUi6SxycWcDcqyBokX52,Berit Bölander ,Bölander i Stockholm,s,1939-08-10 00:00:00,Q4941539,,Anf. 54 BERIT BÖLANDER (s):,https://betalab.kb.se/prot-198687--36/prot_198687__36-080.jp2/_view,Fredrik
prot-198687--15,i-GXwVUwsdpTJUbYVZWLgTAY,Marianne Andersson ,Andersson i Vårgårda,c,26 May 1942,Q4935892,,Anf. 1866 MARIANNE ANDERSSON (c):,https://betalab.kb.se/prot-198687--15/prot_198687__15-011.jp2/_view,Fredrik
prot-198788--33,i-FLR7dQBsUt4sUwEWeqoUPS,Kjell-Olof Feldt,Feldt i Nacka,s,1931-08-18 00:00:00,Q927466,,Anf. 26 Finansminister KJELL-OLOF FELDT:,https://betalab.kb.se/prot-198788--33/prot_198788__33-014.jp2/_view,Fredrik
prot-198788--41,i-FLZuvVp9MfcBmxzUd72Dzm,Karl Erik Eriksson,Eriksson i Arvika,fp,30 March 1925,Q5716747,,Anf. 37 ANDRE VICE TALMANNEN:,https://betalab.kb.se/prot-198788--41/prot_198788__41-064.jp2/_view,Fredrik
prot-198889--9,i-EX2AS8zHMpczAoPmqcZSjA,Kjell-Olof Feldt,Feldt i Nacka,s,1931-08-18 00:00:00,Q927466,,Anf. 62 Finansminister KJELL-OLOF FELDT:,https://betalab.kb.se/prot-198889--9/prot_198889__9-036.jp2/_view,Fredrik
prot-198889--36,i-EXRfiSH1gkSnzZDqeXpdNz,Anna Wohlin Andersson,Wohlin-Andersson i Skärblacka,c,1928-11-15 00:00:00,Q4990680,,Anf. 132 ANNA WOHLIN-ANDERSSON (c):,https://betalab.kb.se/prot-198889--36/prot_198889__36-067.jp2/_view,Fredrik
prot-198889--21,i-EXSUrR9kDd3Fyt8fnXiNt2,Kjell-Olof Feldt,Feldt i Nacka,s,1931-08-18 00:00:00,Q927466,,Anf. 29 Finansminister KJELL-OLOF FELDT:,https://betalab.kb.se/prot-198889--21/prot_198889__21-018.jp2/_view,Fredrik
