uuid,who,intro,github,year
i-WHkiNRMsFFKvwS3JU654a1,Q6017016,Herr kommunikationsministern NORLING:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1973/prot-1973--124.xml,1973
i-Mg1EwMZPtvNAKuL6sN6nFy,unknown,Herr PERSSON i Skänninge (s) kort genmäle:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1973/prot-1973--69.xml,1973
i-QV55XabTxwYjxbxdpxWc1n,Q724410,Herr ROMANUS (fp) kort genmäle:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1973/prot-1973--112.xml,1973
i-PrKy62RiLBuk7XriUQWFj1,Q4988501,Fru FRAENKEL (fp):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1974/prot-1974--128.xml,1974
i-YKHZhSzzEUBpmMCp9kMLni,Q4753781,Herr GERNANDT (c):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1974/prot-1974--110.xml,1974
i-AkFmttyenPEpqV723scrfs,Q6017016,Herr kommunikationsministern NORLING:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1974/prot-1974--79.xml,1974
i-6zdHzNZrHY45Gawabe6mu8,Q4966043,Fru MARKLUND (vpk) kort genmäle:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1974/prot-1974--93.xml,1974
i-NVKhoE2Znx4apCunYwquZ3,Q1347731,Herr AHLMARK (fp):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1974/prot-1974--129.xml,1974
i-5n3Wyxy9Uo72bZLwVEoZG5,Q6072936,Herr RINGABY (m) kort genmäle:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1975/prot-1975--83.xml,1975
i-YMAr8c9dMZuPwfBsmY2Tu2,Q4887786,Herr BÖRJESSON i Falköping (c):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197576/prot-197576--17.xml,1975
i-Ni9paZRAMcuTCbr1sWegwb,Q4936057,fru ANÉR (fp):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197576/prot-197576--13.xml,1975
i-PzeDja6ym4ChVjidCEWo97,Q4959880,Fru KRISTENSSON (m) kort genmäle:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197576/prot-197576--121.xml,1975
i-9xbNMSfvoK4SMWjLjGnu2J,Q6017016,Herr kommunikationsministern NORLING:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/1975/prot-1975--60.xml,1975
i-MpN8PWCNaQZUUdDAvRYf4q,Q53740,Herr CARLSSON i Tyresö (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197677/prot-197677--71.xml,1976
i-EAn9EwBjyCFviFKzFJVrig,Q6077653,Herr justitieministern ROMANUS:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197677/prot-197677--86.xml,1976
i-ThsXc2u3jsvoQzAcCarnK5,Q5590197,Herr handelsministern BURENSTAM LINDER:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197677/prot-197677--132.xml,1976
i-QNPNR5nipB7A4d2ruYt77M,unknown,Herr STRÖMBERG i Vretstorp (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197677/prot-197677--74.xml,1976
i-YBi5RgpbDxGKF1WtouiiN1,Q5967249,Herr LUNDKVIST (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197677/prot-197677--32.xml,1976
i-TNL9ssKrGUZeFJXRdPcCq,Q21572129,OLLE AULIN (m):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197778/prot-197778--119.xml,1977
i-P9Nvk7PLNGNzYGYhLHiSeR,Q441891,CARL-HENRIK HERMANSSON (vpk):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197778/prot-197778--123.xml,1977
i-UQufUVGj2z93wBi9Lt22QR,Q97013183,GUNDE RANESKOG (c):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197778/prot-197778--93.xml,1977
i-CMBUnnB7ivU3ifSmZQ2A4p,Q96980120,KARL HALLGREN (vpk) kort genmäle:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197778/prot-197778--113.xml,1977
i-JjoRrcDgyDrNifV2rBQafd,Q5547863,HANS ALSÉN (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197778/prot-197778--11.xml,1977
i-Ss9ftXjLfkfovuBk9n5Loe,Q5816085,KURT HUGOSSON (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197879/prot-197879--105.xml,1978
i-K8gk3oCoK4XHWaJgHBBVTP,Q6017373,KARL-ERIC NORRBY (c):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197879/prot-197879--49.xml,1978
i-VHTEEevAmog1dwkLapKZ1o,Q6197480,IVAN SVANSTRÖM (c):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197879/prot-197879--141.xml,1978
i-PMWEbcTDZxtd7omtULuj7v,Q5722759,BENGT FAGERLUND (s) kort genmäle:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197879/prot-197879--170.xml,1978
i-WP6gWitXbUt1GWDVUw9dTw,Q6248237,ERIK WÄRNBERG (s) kort genmäle:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197879/prot-197879--54.xml,1978
i-SCnn9j7CXLWSLCXVEPsf1r,Q6202605,LARS-INGVAR SÖRENSON (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197980/prot-197980--155.xml,1979
i-A7w31MchoLB1p5mR2kvsxA,Q5555011,JOHN ANDERSSON (vpk) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197980/prot-197980--148.xml,1979
i-D7VT46EPhsLg9hVMxw6RsA,Q6196053,ROLAND SUNDGREN (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197980/prot-197980--48.xml,1979
i-KYfRZzmFGKKQUZoPWMjwC8,Q96982611,RUNE TORWALD (c):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197980/prot-197980--166.xml,1979
i-FhRNJGmbAPCCjZUhTiUF3g,Q460919,LENA HJELM-WALLÉN (s) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/197980/prot-197980--134.xml,1979
i-AtaSv4DiCjKhU79DEUMwS1,Q4895681,Anf. 171 BERTIL FISKESJÖ (c):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198081/prot-198081--146.xml,1980
i-8ECS9aAYgNLLC88JYfvfZe,Q5807811,Anf. 26 NILS HJORTH (s) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198081/prot-198081--128.xml,1980
i-WPBWXYynzmaGYHSgR7jMnn,Q5555011,Anf. 42 JOHN ANDERSSON (vpk) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198081/prot-198081--131.xml,1980
i-Bx3bhLBednZFH9mduXWYgV,Q96981306,Anf. 12 PER ISRAELSSON (vpk) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198081/prot-198081--160.xml,1980
i-NcYeVRcA32mTiMTFnXnukb,Q4753779,Anf. 31 ANDERS HÖGMARK (m) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198081/prot-198081--158.xml,1980
i-Xq6bCU39ammtENbuTj5Mkg,Q6027171,Anf. 76 JOHAN OLSSON (c) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198182/prot-198182--72.xml,1981
i-L41ezNFP9xmadK7Jp11Dii,Q97097221,Anf. 89 RAUL BLUCHER (vpk):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198182/prot-198182--162.xml,1981
i-M2pmsjepRx5RPc2adCMm3a,Q97097221,Anf. 14 RAUL BLUCHER (vpk):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198182/prot-198182--60.xml,1981
i-LRXz2aF6opiwx8b3mXDCtt,Q97013163,Anf. 6 MÄRTA FREDRIKSON (c):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198182/prot-198182--37.xml,1981
i-GaoN8sTNNXdyVZUzY52E9B,Q4895681,Anf. 146 BERTIL FISKESJÖ (c):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198182/prot-198182--121.xml,1981
i-8oiztaYgMXBkb8anzXrE94,Q4949486,Anf. 1334 MARGARETA GARD (m) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198283/prot-198283--106.xml,1982
i-DySGkp3Nxp5JnETDVwfZbb,Q5768614,Anf. 75 PÄR GRANSTEDT (c):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198283/prot-198283--153.xml,1982
i-A53CMwpHQEDNGFqER5gEEd,Q5768614,Anf. 80 PÄR GRANSTEDT (c):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198283/prot-198283--157.xml,1982
i-X4WbrRfDHVU7rFxcXLhvZr,Q96983918,Anf. 41 ELVY NILSSON (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198283/prot-198283--96.xml,1982
i-Ev3v22VHKRZDfmQLKqY839,Q21733317,Anf. 91 OSWALD SÖDERQVIST (vpk) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198283/prot-198283--133.xml,1982
i-L9a2kQiqXAFRgsn7Z4iX7W,Q5886806,Anf. 67 KJELL JOHANSSON (fp) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198384/prot-198384--165.xml,1983
i-HDZe3NFLPzwwFgDePicnoz,Q887398,"62 av Gunnar Hökmark (m) till civilministern om följderna av
            höjd arbetsgivaravgift:",https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198384/prot-198384--5.xml,1983
i-DZkWKw75CStprw1U9Wb3d3,Q5980017,Anf. 12 KJELL MATTSSON (c) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198384/prot-198384--132.xml,1983
i-WobwUpTvgCDEFdKa5zDB6U,Q927466,"252 av Ove Eriksson (m) till finansministern om tillsättningen
            av ordförande i affärsbankernas styrelser:",https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198384/prot-198384--51.xml,1983
i-RZBvP7cR9cQpuDJZ1oHo14,Q96982125,Anf. 19 ARNE FRANSSON (c) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198384/prot-198384--122.xml,1983
i-TKpLVSYv97BTomYFyHpogv,Q4971799,Anf. 77 MARGARETA PALMQVIST (s) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198485/prot-198485--51.xml,1984
i-DwKzKih7Mju8gFeSWAjaaw,Q6209830,Anf. 59 Försvarsminister ANDERS THUNBORG:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198485/prot-198485--47.xml,1984
i-9Ze6dCr9UxCMQyFWNTyB3b,Q5891990,Anf. 123 RUNE JONSSON (s) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198485/prot-198485--44.xml,1984
i-5Eh8RtVFxXyktzpoYUzgr6,Q263366,Anf. 98 GÖSTA BOHMAN (m):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198485/prot-198485--110.xml,1984
i-BejRq9WeYP1SbjEE7qHxGV,Q2408431,Anf. 16 Industriminister THAGE PETERSON:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198485/prot-198485--115.xml,1984
i-PZPyXDXHoUQWCn34P6QqdU,Q459226,Anf. 23 Statsrådet ANITA GRADIN:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198586/prot-198586--13.xml,1985
i-XkJC5qYm4qTR9hr1jgd4b8,Q4976818,Anf. 29 YVONNE SANDBERG-FRIES (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198586/prot-198586--55.xml,1985
i-9MBZGVvFZwG15jBRk4afLD,Q4942986,Anf. 110 VIOLA CLAESSON (vpk) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198586/prot-198586--131.xml,1985
i-WUaj5biq3kfXPpHkpL44W,Q5892602,Anf. 118 STIG JOSEFSON (c) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198586/prot-198586--164.xml,1985
i-8NdZheReVNQHyPV4bCVJH5,Q927466,"35 av Nic Grönvall (m) till finansministern om tillämpningen
            av vinstdelningsskatten:",https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198586/prot-198586--15.xml,1985
i-CRVxiweoH9JbmNEHwL5Jri,Q4955982,Anf. 36 KARIN ISRAELSSON (c):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198687/prot-198687--33.xml,1986
i-Akuosw45EnL6TM4HnAfNfy,unknown,Anf. 6 MARGÖ INGVARDSSON (vpk) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198687/prot-198687--105.xml,1986
i-7fLSR4UjuoUVRSq3NxP4ch,Q5218897,Anf. 123 DANIEL TARSCHYS (fp):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198687/prot-198687--135.xml,1986
i-UmDysA399dJAkQR2dAmZTZ,Q4956996,Anf. 160 INGA-BRITT JOHANSSON (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198687/prot-198687--122.xml,1986
i-NzRvgbtfbJAe2FKYRsLXKa,Q5698343,Anf. 18 TORE CLAESON (vpk):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198687/prot-198687--61.xml,1986
i-F7YuX4H6nuKs4DgD91tRaA,Q5886933,Anf. 15 LARZ JOHANSSON (c) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198788/prot-198788--26.xml,1987
i-XCrrwdGBuYLW9nyBhGVCty,Q2448370,Anf. 35 BO LUNDGREN (m):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198788/prot-198788--108.xml,1987
i-75wzZyFtHGRynCgGtifBwi,Q6228058,Anf. 117 KNUT WACHTMEISTER (m) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198788/prot-198788--109.xml,1987
i-UwpReFq9CwijHKh1zCMNSu,unknown,Anf. 133 FÖRSTE VICE TALMANNEN:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198788/prot-198788--132.xml,1987
i-X3k8VSRSbjFY3PY6EpChPW,Q887398,Anf. 8 Civilminister BO HOLMBERG:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198788/prot-198788--33.xml,1987
i-VJyr5VrEqdhbGdK8DpJaiH,Q291648,Anf. 25 Justitieminister LAILA FREIVALDS:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198889/prot-198889--111.xml,1988
i-4ozLnxYSD8qpahGyh58MdJ,Q5780291,Anf. 86 Utbildningsminister BENGT GÖRANSSON:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198889/prot-198889--122.xml,1988
i-9Aq5KSDaTKFwKj27roczxv,Q5768614,Anf. 4 PÄR GRANSTEDT (c):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198889/prot-198889--37.xml,1988
i-Mmmtzd2FqBanGsWEKhuWjh,Q4978577,"90 av Göran Ericsson (m) till socialministern om sociala åtgärder
            för vård av vissa unga:",https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198889/prot-198889--36.xml,1988
i-ExU3S6XYVJ5Ds5Bo8BfxZE,Q3218127,Anf. 149 LARS-ERIK LÖVDÉN (s) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198889/prot-198889--35.xml,1988
i-GWmLKMfvsE47Eg2tMaarYF,Q5714937,STURE ERICSON (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--27.xml,1989
i-6vxHevRyD434jqzXoqBLPq,Q6043198,Anf.36 KARL-ERIK PERSSON (vpk):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--54.xml,1989
i-8poF9T8UKo9dn7AKxPgh6p,Q21561351,JENS ERIKSSON (m):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--43.xml,1989
i-UdaNdyHTRxTY64RhYBaPMa,Q6175962,BENGT SILFVERSTRAND (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--36.xml,1989
i-2Ho8N9EXxZDGqDRa3QQ7Bt,Q5780291,"646 av Elisabeth Fleetwood (m) till utbildningsministern om talet
            i en tvåspråkig specialskola:",https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/198990/prot-198990--127.xml,1989
i-TnDFMtMRWbbJjtqzR5whMz,Q5957403,Anf. 59 Statsrådet BENGT LINDQVIST:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199091/prot-199091--7.xml,1990
i-V929NZa8B745RH3W3xqvxA,Q4981918,Anf. 17 BIRTHE SÖRESTEDT (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199091/prot-199091--19.xml,1990
i-8ehBDYv5rR5EYz18NeTs14,Q4949486,Anf. 30 MARGARETA GARD (m):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199091/prot-199091--99.xml,1990
i-UQ57Q1V8y8ycwoaetUszjf,Q4991027,Anf. 111 ANNIKA ÅHNBERG (v) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199091/prot-199091--14.xml,1990
i-FRzqS25gWtg9hEP9a1tfjc,Q5885510,Anf. 3 Civilminister BENGT K Å JOHANSSON (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199091/prot-199091--56.xml,1990
i-56mjLxuTSD5AmH3cHYeF1s,Q6009920,Anf. 38 BÖRJE NILSSON (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199192/prot-199192--64.xml,1991
i-Va9gumN92oeg8gxBc7LZRu,Q817241,Anf. 29 Socialminister BENGT WESTERBERG (fp):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199192/prot-199192--118.xml,1991
i-NQ8dqZvafzrFgQR9yE1pvV,Q2408431,Anf. 1 THAGE G. PETERSON (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199192/prot-199192--125.xml,1991
i-58bjN9rYKCcvd7R3mfuVGg,Q5969868,Anf. 80 ULF LÖNNQVIST (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199192/prot-199192--23.xml,1991
i-M5fTG7ADstLwLUFbvtW9T1,Q5715293,Anf. 57 KJELL ERICSSON (c):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199192/prot-199192--121.xml,1991
i-5WNjVCR4hajLTVXD6fMQr8,Q4981523,Anf. 62 KRISTINA SVENSSON (s) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199293/prot-199293--53.xml,1992
i-8K8KBz4TsSZDDQYHWcMQQR,unknown,HÖRNLUND (c):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199293/prot-199293--97.xml,1992
i-BQvqFcsXXSMvHCft28x5Mp,Q4982419,Anf. 80 INGELA THALÉN (s) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199293/prot-199293--6.xml,1992
i-UNHNsheEatXpsZW26ZJ7mD,Q4990909,Anf. 63 EVA ZETTERBERG (v) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199293/prot-199293--36.xml,1992
i-EEFhjJHnxtGEWaX8MrFKp,Q5650744,Anf. 222 HANS STENBERG (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199293/prot-199293--124.xml,1992
i-MSNvBKVvCScvNKFKfE4GDL,Q817241,Anf. 42 Socialminister BENGT WESTERBERG (fp) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199394/prot-199394--124.xml,1993
i-8sXbFEYWrxMe7WbtPW4wCE,Q5908653,Anf. 5 STEFAN KIHLBERG (nyd):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199394/prot-199394--108.xml,1993
i-5SXBXhkDUdwCTMSeNz6sbN,Q4956353,Anf. 26 LAILA STRID-JANSSON (nyd):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199394/prot-199394--57.xml,1993
i-4QMnqBApCpv2qupkqtD1RW,Q4981523,Anf. 199 KRISTINA SVENSSON (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199394/prot-199394--33.xml,1993
i-NAoVQR8q5hUKUw8U1JV1Vy,Q5740872,Anf. 165 IVAR FRANZÉN (c) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199394/prot-199394--8.xml,1993
i-9J7mvdz33uwGsqGhEriwVK,Q5715293,Anf. 126 KJELL ERICSSON (c) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199495/prot-199495--12.xml,1994
i-EG6gvXHRAHC7G689BXXtx4,Q4990909,Anf. 6 EVA ZETTERBERG (v),https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199495/prot-199495--64.xml,1994
i-KpPXiunbzXKjUt9t6rw6Z9,Q4953085,Anf. 125 Statsrådet ANNA HEDBORG (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199495/prot-199495--14.xml,1994
i-LmNDf74G7Mb5DYLuuyAST5,Q4356302,Anf. 30 TALMANNEN:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199495/prot-199495--50.xml,1994
i-S9tEAcEg4PMvvuYkQmK27q,Q6193321,Anf. 24 HÅKAN STRÖMBERG (s),https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199495/prot-199495--116.xml,1994
i-V4JSQxN14ruXNG3o5EFiBS,Q5742656,Anf. 44 LENNART FREMLING (fp),https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--82.xml,1995
i-55tTYp8mykmcDyhRC9twHu,Q6068448,Anf. 81 ROY OTTOSSON (mp),https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--68.xml,1995
i-U1ZQTePuFhhwccaXEPC1jn,Q4947558,Anf. 123 KARIN FALKMER (m),https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--60.xml,1995
i-DEoFNSffQ2GdevEwbf2dAA,Q4959318,Anf. 78 INGER KOCH (m),https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--55.xml,1995
i-7B3GVaB8QveJeCEDep9RbU,Q5969883,Anf. 10 JOHAN LÖNNROTH (v),https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199596/prot-199596--52.xml,1995
i-J6aJZ1p8pip4a1asMCU8gB,Q496604,Anf. 146 ANDREAS CARLGREN (c) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199697/prot-199697--78.xml,1996
i-MzVQTka8MSi8NNC8hsEaH7,Q6086132,Anf. 69 BENGT-OLA RYTTAR (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199697/prot-199697--91.xml,1996
i-8arbmd9gXFYipokpgJJnrC,Q5747727,Anf. 101 REYNOLDH FURUSTRAND (s),https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199697/prot-199697--90.xml,1996
i-5EPif9rhedViV6hFtpXwn4,Q6068448,Anf. 32 ROY OTTOSSON (mp) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199697/prot-199697--41.xml,1996
i-tzNX78GLRtU2SUcC5vCys,Q6196549,Anf. 16 Näringsminister ANDERS SUNDSTRÖM (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199697/prot-199697--112.xml,1996
i-FDqCmdFYzoGDvEM8TMAHdZ,Q5716511,Anf. 64 HENRIK S JÄRREL (m):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199798/prot-199798--75.xml,1997
i-BvVZ2RgBAVras4qGF4Hfep,Q4962650,Anf. 195 TANJA LINDERBORG (v) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199798/prot-199798--54.xml,1997
i-SwDutJe6nNMejz2VnCzJv9,Q5573582,Anf. 26 SVEN BERGSTRÖM (c):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199798/prot-199798--98.xml,1997
i-A7Mfokn9jP2HDcQTwzKn5S,Q3296958,Anf. 16 Statsrådet LEIF PAGROTSKY (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199798/prot-199798--77.xml,1997
i-MBcwTY1Hcbz3YzrfEWVija,unknown,Anf. 224 FÖRSTE VICE TALMANNEN:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199798/prot-199798--78.xml,1997
i-AG7UaWsvbDG3e5Da77ue6j,Q4982955,Anf. 198 GUNILLA TJERNBERG (kd):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199899/prot-199899--36.xml,1998
i-A6TJKiGXuzVU6L9D5YtYR2,unknown,Anf. 104 Statsrådet LEIF PAG-ROTSKY (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199899/prot-199899--104.xml,1998
i-M1UeUH2P6EDtXVkg3Mabb3,Q5967964,Anf. 117 STEN LUNDSTRÖM (v) replik:,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199899/prot-199899--66.xml,1998
i-FLQrJQKqSveDv4AjYLkvDn,Q3297193,Anf. 41 Utbildningsminister THOMAS ÖSTROS (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199899/prot-199899--45.xml,1998
i-3Z6dqyWNVeKv2t8JzfYCJP,Q5854875,Anf. 186 Socialminister LARS ENGQVIST (s):,https://github.com/welfare-state-analytics/riksdagen-corpus/blob/main/corpus/protocols/199899/prot-199899--103.xml,1998
